dataset,problem_type,model,seed,natural_pair,method,split,alpha,natural_reconstruction_error,gram_coordinate_error,rank_coordinate_error,raw_disagreement,method_disagreement,disagreement_reduction,fit_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.023139434188988423,0.005784858547247106,0.75,0.6532891457900405,0.17839845671530108,0.1765555169510878,0.1749474675336079,-0.0018429397642132916,-0.010330469210024418,1e-08,-184293.97642132916,True
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.020081458362483127,0.0,1.0,0.10119944787584245,0.21043121924571712,0.2116303946618426,0.21400691515008494,0.001199175416125492,0.005698657359035849,0.0035756959043678205,0.3353684005009103,False
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.023139434188988423,0.0,1.0,0.10119944787584245,0.17839845671530108,0.17656982929069517,0.1749474675336079,-0.0018286274246059053,-0.010250242397130925,1e-08,-182862.74246059053,True
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.020081458362483127,0.020081458362483127,0.0,0.6532891457900405,0.21043121924571712,0.21043121924571712,0.21400691515008494,0.0,0.0,0.0035756959043678205,0.0,False
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.023139434188988423,0.023139434188988423,0.0,0.6532891457900405,0.17839845671530108,0.17839845671530108,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.020081458362483127,0.020081458362483127,0.0,0.6158947858493775,0.21043121924571712,0.21043121924571712,0.21400691515008494,0.0,0.0,0.0035756959043678205,0.0,False
quake,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.023139434188988423,0.023139434188988423,0.0,0.6158947858493775,0.17839845671530108,0.17839845671530108,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.05053138495818569,0.0,0.4096158479806036,0.21150050997270886,0.21150050997270886,0.21400691515008494,0.0,0.0,0.0025064051773760754,0.0,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.07410197242185466,0.0,0.4096158479806036,0.17705502855280073,0.17705502855280073,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.0,1.0,0.27840692293830216,0.21150050997270886,0.2113312348227335,0.21400691515008494,-0.00016927514997536197,-0.0008003533892055604,0.0025064051773760754,-0.06753702533944414,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.0,1.0,0.27840692293830216,0.17705502855280073,0.17637195591937008,0.1749474675336079,-0.0006830726334306481,-0.0038579679945489067,1e-08,-68307.2633430648,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.012632846239546422,0.75,0.6880227709189057,0.21150050997270886,0.21127399024578472,0.21400691515008494,-0.00022651972692414035,-0.001071012674878985,0.0025064051773760754,-0.09037634017389043,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.018525493105463666,0.75,0.6880227709189057,0.17705502855280073,0.17644375657815056,0.1749474675336079,-0.0006112719746501627,-0.003452440631856278,1e-08,-61127.19746501627,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.0,1.0,0.20878085191361606,0.21150050997270886,0.21106185734852637,0.21400691515008494,-0.00043865262418249507,-0.0020740026784762692,0.0025064051773760754,-0.17501265483408995,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.0,1.0,0.20878085191361606,0.17705502855280073,0.1756255186433058,0.1749474675336079,-0.0014295099094949193,-0.008073817056648102,1e-08,-142950.9909494919,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.05053138495818569,0.0,0.6880227709189057,0.21150050997270886,0.21150050997270886,0.21400691515008494,0.0,0.0,0.0025064051773760754,0.0,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.07410197242185466,0.0,0.6880227709189057,0.17705502855280073,0.17705502855280073,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.05053138495818569,0.05053138495818569,0.0,0.6183966998942196,0.21150050997270886,0.21150050997270886,0.21400691515008494,0.0,0.0,0.0025064051773760754,0.0,False
quake,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.07410197242185466,0.07410197242185466,0.0,0.6183966998942196,0.17705502855280073,0.17705502855280073,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,catboost,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.049347403448199795,0.0,0.32150103780440986,0.21278362927106015,0.21278362927106015,0.21400691515008494,0.0,0.0,0.001223285879024788,0.0,False
quake,regression,catboost,0,local_hat_to_spectral_hat,Raw,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.06621913159600942,0.0,0.32150103780440986,0.1750790811491453,0.1750790811491453,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.0,1.0,0.20006957394070923,0.21278362927106015,0.21260626519230022,0.21400691515008494,-0.00017736407875992843,-0.0008335419382004639,0.001223285879024788,-0.1449898848675702,False
quake,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.0,1.0,0.20006957394070923,0.1750790811491453,0.17369892074060125,0.1749474675336079,-0.001380160408544051,-0.007883068608112744,1e-08,-138016.04085440512,True
quake,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.012336850862049933,0.7500000000000003,0.5215706117451191,0.21278362927106015,0.21259875480478693,0.21400691515008494,-0.00018487446627321602,-0.0008688378279219437,0.001223285879024788,-0.1511294043716087,False
quake,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.016554782899002328,0.7500000000000004,0.5215706117451191,0.1750790811491453,0.17395272477028526,0.1749474675336079,-0.0011263563788600495,-0.006433414954357316,1e-08,-112635.63788600494,True
quake,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.0,1.0,0.14074673503637314,0.21278362927106015,0.21297340387867372,0.21400691515008494,0.00018977460761357423,0.0008918665795093886,0.001223285879024788,0.15513512488582298,False
quake,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.0,1.0,0.14074673503637314,0.1750790811491453,0.17313864303739573,0.1749474675336079,-0.0019404381117495706,-0.011083209364667399,1e-08,-194043.81117495705,True
quake,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.049347403448199795,0.0,0.5215706117451191,0.21278362927106015,0.21278362927106015,0.21400691515008494,0.0,0.0,0.001223285879024788,0.0,False
quake,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.06621913159600942,0.0,0.5215706117451191,0.1750790811491453,0.1750790811491453,0.1749474675336079,0.0,0.0,1e-08,0.0,True
quake,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.049347403448199795,0.049347403448199795,0.0,0.462247772840783,0.21278362927106015,0.21278362927106015,0.21400691515008494,0.0,0.0,0.001223285879024788,0.0,False
quake,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,0.0,2.1448491364131036e-16,1.6108804734427072e-16,1.5626874098159124e-16,0.06621913159600942,0.06621913159600942,0.0,0.462247772840783,0.1750790811491453,0.1750790811491453,0.1749474675336079,0.0,0.0,1e-08,0.0,True
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.00959393835222775,0.0,1.055226172087714,0.31687624592297386,0.31687624592297386,12.179029132502786,0.0,0.0,11.862152886579812,0.0,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw,test,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.0102439471081533,0.0,1.055226172087714,0.30706515287658787,0.30706515287658787,12.264379042011576,0.0,0.0,11.957313889134989,0.0,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.0,1.0,0.5079285129904747,0.31687624592297386,0.230242636346291,12.179029132502786,-0.08663360957668287,-0.2733988763479031,11.862152886579812,-0.007303363091424608,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.0,1.0,0.5079285129904747,0.30706515287658787,0.2618523705097479,12.264379042011576,-0.045212782366839954,-0.14724165846657097,11.957313889134989,-0.0037811821940981695,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.0023984845880569376,0.75,1.5631546850781888,0.31687624592297386,0.2287878127149909,12.179029132502786,-0.08808843320798296,-0.2779900176846814,11.862152886579812,-0.007426007239178427,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.002560986777038325,0.75,1.5631546850781888,0.30706515287658787,0.25194808854432854,12.264379042011576,-0.055117064332259325,-0.17949631801564714,11.957313889134989,-0.004609485444915972,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.0,1.0,0.514396731974557,0.31687624592297386,0.25782835202365645,12.179029132502786,-0.059047893899317416,-0.18634370565495387,11.862152886579812,-0.004977839559471616,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.0,1.0,0.514396731974557,0.30706515287658787,0.3112032885929807,12.264379042011576,0.004138135716392821,0.013476409412226512,11.957313889134989,0.0003460756951569982,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.0,1.0,1.5631546850781888,0.31687624592297386,0.230242636346291,12.179029132502786,-0.08663360957668287,-0.2733988763479031,11.862152886579812,-0.007303363091424608,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.0,1.0,1.5631546850781888,0.30706515287658787,0.2618523705097479,12.264379042011576,-0.045212782366839954,-0.14724165846657097,11.957313889134989,-0.0037811821940981695,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00959393835222775,0.0,1.0,1.5696229040622711,0.31687624592297386,0.25782835202365645,12.179029132502786,-0.059047893899317416,-0.18634370565495387,11.862152886579812,-0.004977839559471616,False
visualizing_soil,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.0102439471081533,0.0,1.0,1.5696229040622711,0.30706515287658787,0.3112032885929807,12.264379042011576,0.004138135716392821,0.013476409412226512,11.957313889134989,0.0003460756951569982,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.006408316640400896,0.0,1.7536615568678826,0.2876388387795611,0.2876388387795611,12.179029132502786,0.0,0.0,11.891390293723225,0.0,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,test,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.00766756740973342,0.0,1.7536615568678826,0.2803411639140389,0.2803411639140389,12.264379042011576,0.0,0.0,11.984037878097537,0.0,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.0,1.0,0.41845436696894467,0.2876388387795611,0.3722741411833756,12.179029132502786,0.0846353024038145,0.2942415661352214,11.891390293723225,0.007117359729458091,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.0,1.0,0.41845436696894467,0.2803411639140389,0.3606992606985389,12.264379042011576,0.08035809678450001,0.2866439436241345,11.984037878097537,0.006705427469598155,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.001602079160100224,0.75,2.1721159238368273,0.2876388387795611,0.3145917155142969,12.179029132502786,0.026952876734735787,0.0937038852232044,11.891390293723225,0.002266587511551332,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.001916891852433355,0.75,2.1721159238368273,0.2803411639140389,0.2961715654963606,12.264379042011576,0.015830401582321685,0.05646834507391774,11.984037878097537,0.001320957238565968,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.0,1.0,0.38337154197506607,0.2876388387795611,0.35364265467638734,12.179029132502786,0.06600381589682625,0.2294676761207823,11.891390293723225,0.005550555003788399,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.0,1.0,0.38337154197506607,0.2803411639140389,0.32611154961921207,12.264379042011576,0.04577038570517317,0.16326673209934933,11.984037878097537,0.003819279125345956,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,validation,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.001602079160100224,0.75,2.1721159238368273,0.2876388387795611,0.3145917155142969,12.179029132502786,0.026952876734735787,0.0937038852232044,11.891390293723225,0.002266587511551332,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,SafeGram-t01,test,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.001916891852433355,0.75,2.1721159238368273,0.2803411639140389,0.2961715654963606,12.264379042011576,0.015830401582321685,0.05646834507391774,11.984037878097537,0.001320957238565968,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.006408316640400896,0.0,1.0,2.1370330988429487,0.2876388387795611,0.35364265467638734,12.179029132502786,0.06600381589682625,0.2294676761207823,11.891390293723225,0.005550555003788399,False
visualizing_soil,regression,tabm_d,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.00766756740973342,0.0,1.0,2.1370330988429487,0.2803411639140389,0.32611154961921207,12.264379042011576,0.04577038570517317,0.16326673209934933,11.984037878097537,0.003819279125345956,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.025826115857231585,0.0,1.2833054261282086,0.24494987714765684,0.24494987714765684,12.179029132502786,0.0,0.0,11.934079255355128,0.0,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,Raw,test,0.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.027278928913145272,0.0,1.2833054261282086,0.2575954991045014,0.2575954991045014,12.264379042011576,0.0,0.0,12.006783542907074,0.0,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.0,1.0,1.0288038719445467,0.24494987714765684,0.26039908225464947,12.179029132502786,0.01544920510699263,0.06307088326351673,11.934079255355128,0.0012945452075877723,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.0,1.0,1.0288038719445467,0.2575954991045014,0.27064830476856183,12.264379042011576,0.013052805664060418,0.050671714798732385,12.006783542907074,0.0010871192619917992,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.006456528964307902,0.7499999999999998,2.3121092980727553,0.24494987714765684,0.22702894757435865,12.179029132502786,-0.01792092957329819,-0.07316161894825272,11.934079255355128,-0.0015016600099464403,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.006819732228286331,0.7499999999999996,2.3121092980727553,0.2575954991045014,0.23769860296784248,12.264379042011576,-0.01989689613665893,-0.07724085322075892,12.006783542907074,-0.001657137905880954,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.0,1.0,0.538577055092901,0.24494987714765684,0.25067551066052496,12.179029132502786,0.005725633512868117,0.023374714776511932,11.934079255355128,0.00047977170172544965,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.0,1.0,0.538577055092901,0.2575954991045014,0.2556357871685712,12.264379042011576,-0.0019597119359301973,-0.007607710316146404,12.006783542907074,-0.00016321706216548593,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.0,1.0,2.3121092980727553,0.24494987714765684,0.26039908225464947,12.179029132502786,0.01544920510699263,0.06307088326351673,11.934079255355128,0.0012945452075877723,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,SafeGram-t01,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.0,1.0,2.3121092980727553,0.2575954991045014,0.27064830476856183,12.264379042011576,0.013052805664060418,0.050671714798732385,12.006783542907074,0.0010871192619917992,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.025826115857231585,0.0,1.0,1.8218824812211096,0.24494987714765684,0.25067551066052496,12.179029132502786,0.005725633512868117,0.023374714776511932,11.934079255355128,0.00047977170172544965,False
visualizing_soil,regression,catboost,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,1.0,2.07268427396802e-16,1.4098868763539053e-16,1.7222811410591125e-16,0.027278928913145272,0.0,1.0,1.8218824812211096,0.2575954991045014,0.2556357871685712,12.264379042011576,-0.0019597119359301973,-0.007607710316146404,12.006783542907074,-0.00016321706216548593,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.028223150372924118,0.0,1.1996150468476117,361.84740982547896,361.84740982547896,1594.0829609633915,0.0,0.0,1232.2355511379126,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw,test,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.026943729472754186,0.0,1.1996150468476117,464.7141282468971,464.7141282468971,1585.5685638698344,0.0,0.0,1120.8544356229372,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,GramAnchor-m16,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.0,1.0,0.15980447409674525,361.84740982547896,323.28485451022584,1594.0829609633915,-38.56255531525312,-0.10657131782110049,1232.2355511379126,-0.03129479203845595,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,GramAnchor-m16,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.0,1.0,0.15980447409674525,464.7141282468971,472.00539968103834,1585.5685638698344,7.291271434141265,0.01568979936471288,1120.8544356229372,0.006505101110733434,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,validation,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.007055787593231029,0.75,1.359419520944357,361.84740982547896,314.2219220636819,1594.0829609633915,-47.62548776179705,-0.13161760031602018,1232.2355511379126,-0.038649662167121464,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,Raw+GramAnchor@0.75,test,0.75,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.0067359323681885465,0.75,1.359419520944357,464.7141282468971,454.619912022403,1585.5685638698344,-10.094216224494062,-0.021721345685300802,1120.8544356229372,-0.00900582261503386,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.0,1.0,0.23314004391431808,361.84740982547896,550.007672654198,1594.0829609633915,188.16026282871906,0.519998921422347,1232.2355511379126,0.1526982910491113,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,RankAdaptiveGram,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.0,1.0,0.23314004391431808,464.7141282468971,634.520976733936,1585.5685638698344,169.8068484870389,0.36540065852446507,1120.8544356229372,0.15149768167056,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,validation,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.0,1.0,1.359419520944357,361.84740982547896,323.28485451022584,1594.0829609633915,-38.56255531525312,-0.10657131782110049,1232.2355511379126,-0.03129479203845595,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeGram-t01,test,1.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.0,1.0,1.359419520944357,464.7141282468971,472.00539968103834,1585.5685638698344,7.291271434141265,0.01568979936471288,1120.8544356229372,0.006505101110733434,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,validation,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.028223150372924118,0.028223150372924118,0.0,1.4327550907619298,361.84740982547896,361.84740982547896,1594.0829609633915,0.0,0.0,1232.2355511379126,0.0,False
CPMP-2015-regression,regression,controlled_mlp,0,local_hat_to_spectral_hat,SafeRankGram-t01,test,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.026943729472754186,0.026943729472754186,0.0,1.4327550907619298,464.7141282468971,464.7141282468971,1585.5685638698344,0.0,0.0,1120.8544356229372,0.0,False
CPMP-2015-regression,regression,tabm_d,0,local_hat_to_spectral_hat,Raw,validation,0.0,2.1793901466347934e-16,6.078116997472917e-17,3.5051215325586926e-17,0.01623768958633582,0.01623768958633582,0.0,1.2657735340762883,325.4096326563192,325.4096326563192,1594.0829609633915,0.0,0.0,1268.6733283070723,0.0,False
