record_type,dataset,model,method,seed,problem_type,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,C_recomputed,reported_raw_loss,reported_method_loss,reported_C,denominator_clipped,aggregation_semantics
seed,SoilKsatDB,tabpfn_2_6,GuardedGram-G2-g0p0-t01,0.0,regression,992.364132509308,943.0486695556199,1148.7614652193272,-49.3154629536881,156.3973327100192,156.3973327100192,-0.3153216368793534,992.364132509308,943.0486695556199,-0.3153216368793534,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,GuardedGram-G2-g0p0-t01,1.0,regression,1003.4860382050855,957.9567598772032,1148.7614652193272,-45.52927832788225,145.2754270142417,145.2754270142417,-0.31339972123034204,1003.4860382050855,957.9567598772032,-0.31339972123034204,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,GuardedGram-G2-g0p0-t01,2.0,regression,936.4059177251125,954.9396502817751,1148.7614652193272,18.533732556662585,212.35554749421465,212.35554749421465,0.08727689375370574,936.4059177251125,954.9396502817751,0.08727689375370574,False,per-seed
aggregated_report,SoilKsatDB,tabpfn_2_6,PureGram,,regression,992.364132509308,945.9707822803465,1148.7614652193272,-46.39335022896148,156.3973327100192,156.3973327100192,-0.305538362106347,992.364132509308,945.9707822803464,-0.305538362106347,False,"independent medians of raw loss, method loss, and per-seed C"
seed,SoilKsatDB,tabpfn_2_6,PureGram,0.0,regression,992.364132509308,944.5787476352873,1148.7614652193272,-47.78538487402068,156.3973327100192,156.3973327100192,-0.305538362106347,992.364132509308,944.5787476352873,-0.305538362106347,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,PureGram,1.0,regression,1003.4860382050855,945.9707822803465,1148.7614652193272,-57.515255924738995,145.2754270142417,145.2754270142417,-0.39590491734779504,1003.4860382050855,945.9707822803465,-0.39590491734779504,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,PureGram,2.0,regression,936.4059177251125,965.3131586117887,1148.7614652193272,28.907240886676163,212.35554749421465,212.35554749421465,0.13612661043132723,936.4059177251125,965.3131586117887,0.13612661043132723,False,per-seed
aggregated_report,SoilKsatDB,tabpfn_2_6,Raw+Gram@0.75,,regression,992.364132509308,954.9396502817751,1148.7614652193272,-37.42448222753285,156.3973327100192,156.3973327100192,-0.31339972123034204,992.364132509308,954.9396502817752,-0.313399721230342,False,"independent medians of raw loss, method loss, and per-seed C"
seed,SoilKsatDB,tabpfn_2_6,Raw+Gram@0.75,0.0,regression,992.364132509308,943.0486695556199,1148.7614652193272,-49.3154629536881,156.3973327100192,156.3973327100192,-0.3153216368793534,992.364132509308,943.0486695556199,-0.3153216368793534,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,Raw+Gram@0.75,1.0,regression,1003.4860382050855,957.9567598772032,1148.7614652193272,-45.52927832788225,145.2754270142417,145.2754270142417,-0.31339972123034204,1003.4860382050855,957.9567598772032,-0.31339972123034204,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,Raw+Gram@0.75,2.0,regression,936.4059177251125,954.9396502817751,1148.7614652193272,18.533732556662585,212.35554749421465,212.35554749421465,0.08727689375370574,936.4059177251125,954.9396502817751,0.08727689375370574,False,per-seed
aggregated_report,SoilKsatDB,tabpfn_2_6,SafeGram-t01,,regression,992.364132509308,965.3131586117887,1148.7614652193272,-27.05097389751927,156.3973327100192,156.3973327100192,-0.11496723397512693,992.364132509308,965.3131586117888,-0.1149672339751269,False,"independent medians of raw loss, method loss, and per-seed C"
seed,SoilKsatDB,tabpfn_2_6,SafeGram-t01,0.0,regression,992.364132509308,944.5787476352873,1148.7614652193272,-47.78538487402068,156.3973327100192,156.3973327100192,-0.305538362106347,992.364132509308,944.5787476352873,-0.305538362106347,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,SafeGram-t01,1.0,regression,1003.4860382050855,986.7841241967027,1148.7614652193272,-16.7019140083828,145.2754270142417,145.2754270142417,-0.11496723397512693,1003.4860382050855,986.7841241967027,-0.11496723397512693,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,SafeGram-t01,2.0,regression,936.4059177251125,965.3131586117887,1148.7614652193272,28.907240886676163,212.35554749421465,212.35554749421465,0.13612661043132723,936.4059177251125,965.3131586117887,0.13612661043132723,False,per-seed
aggregated_report,SoilKsatDB,tabpfn_2_6,SafeRankGram-t01,,regression,992.364132509308,975.5612477798891,1148.7614652193272,-16.802884729418906,156.3973327100192,156.3973327100192,0.0,992.364132509308,975.5612477798892,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,SoilKsatDB,tabpfn_2_6,SafeRankGram-t01,0.0,regression,992.364132509308,975.5612477798891,1148.7614652193272,-16.802884729418906,156.3973327100192,156.3973327100192,-0.10743715662065426,992.364132509308,975.5612477798891,-0.10743715662065426,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,SafeRankGram-t01,1.0,regression,1003.4860382050855,1003.4860382050855,1148.7614652193272,0.0,145.2754270142417,145.2754270142417,0.0,1003.4860382050855,1003.4860382050855,0.0,False,per-seed
seed,SoilKsatDB,tabpfn_2_6,SafeRankGram-t01,2.0,regression,936.4059177251125,948.8229395487828,1148.7614652193272,12.417021823670211,212.35554749421465,212.35554749421465,0.0584727923060663,936.4059177251125,948.8229395487828,0.0584727923060663,False,per-seed
