panel,dataset,left_model,right_model,coupling,gap_multiplier,disjoint_pack_cross128,independent_cover_u128,pack_lower,difference
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,0.345703125,0.3994140625,True,-0.0537109375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,0.2177734375,0.3056640625,True,-0.087890625
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.080078125,0.1630859375,True,-0.0830078125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0,0.0234375,True,-0.0234375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,0.3505859375,0.416015625,True,-0.0654296875
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,0.2333984375,0.30859375,True,-0.0751953125
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.0830078125,0.14453125,True,-0.0615234375
menu_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.001953125,0.0244140625,True,-0.0224609375
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,0.33984375,0.4091796875,True,-0.0693359375
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.22265625,0.3076171875,True,-0.0849609375
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.0771484375,0.146484375,True,-0.0693359375
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.001953125,0.0263671875,True,-0.0244140625
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.25,0.34765625,0.3984375,True,-0.05078125
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.2314453125,0.296875,True,-0.0654296875
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.07421875,0.1494140625,True,-0.0751953125
menu_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.00390625,0.0224609375,True,-0.0185546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,0.3525390625,0.392578125,True,-0.0400390625
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,0.21875,0.3017578125,True,-0.0830078125
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.0673828125,0.1552734375,True,-0.087890625
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.001953125,0.0244140625,True,-0.0224609375
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,common,0.25,0.3525390625,0.392578125,True,-0.0400390625
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,common,0.5,0.21875,0.3017578125,True,-0.0830078125
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,common,1.0,0.0673828125,0.1552734375,True,-0.087890625
openml_taskbalanced,openml-credit-g-31,onehot_linear,onehot_adam_mlp,common,2.0,0.001953125,0.0244140625,True,-0.0224609375
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,candidate_independent,0.25,0.3603515625,0.4150390625,True,-0.0546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,candidate_independent,0.5,0.2392578125,0.2998046875,True,-0.060546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,candidate_independent,1.0,0.07421875,0.1552734375,True,-0.0810546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,candidate_independent,2.0,0.0048828125,0.0185546875,True,-0.013671875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,common,0.25,0.3603515625,0.4150390625,True,-0.0546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,common,0.5,0.2392578125,0.2998046875,True,-0.060546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,common,1.0,0.07421875,0.1552734375,True,-0.0810546875
openml_taskbalanced,openml-credit-g-31,onehot_linear,ordinal_forest,common,2.0,0.0048828125,0.0185546875,True,-0.013671875
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,0.365234375,0.4013671875,True,-0.0361328125
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.244140625,0.3212890625,True,-0.0771484375
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.08984375,0.181640625,True,-0.091796875
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0068359375,0.0302734375,True,-0.0234375
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,common,0.25,0.3759765625,0.3984375,True,-0.0224609375
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,common,0.5,0.2392578125,0.2998046875,True,-0.060546875
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,common,1.0,0.068359375,0.15625,True,-0.087890625
openml_taskbalanced,openml-credit-g-31,ordinal_forest,onehot_adam_mlp,common,2.0,0.001953125,0.0244140625,True,-0.0224609375
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.25,0.3671875,0.3955078125,True,-0.0283203125
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.5,0.2568359375,0.2998046875,True,-0.04296875
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,1.0,0.1103515625,0.1689453125,True,-0.05859375
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,2.0,0.00390625,0.0302734375,True,-0.0263671875
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.25,0.3759765625,0.3984375,True,-0.0224609375
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.5,0.2373046875,0.3173828125,True,-0.080078125
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,1.0,0.0908203125,0.15234375,True,-0.0615234375
subsample_repeat,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,2.0,0.0048828125,0.0234375,True,-0.0185546875
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.25,0.3671875,0.380859375,True,-0.013671875
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.5,0.234375,0.294921875,True,-0.060546875
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,1.0,0.0830078125,0.1689453125,True,-0.0859375
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,2.0,0.0009765625,0.0234375,True,-0.0224609375
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,common,0.25,0.361328125,0.4150390625,True,-0.0537109375
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,common,0.5,0.240234375,0.326171875,True,-0.0859375
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,common,1.0,0.0810546875,0.1572265625,True,-0.076171875
subsample_repeat,compustat_kor_direction,native_histgb,catboost_native,common,2.0,0.0009765625,0.01953125,True,-0.0185546875
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.25,0.3671875,0.396484375,True,-0.029296875
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.5,0.2568359375,0.3037109375,True,-0.046875
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,1.0,0.1015625,0.166015625,True,-0.064453125
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,2.0,0.00390625,0.021484375,True,-0.017578125
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.25,0.3701171875,0.396484375,True,-0.0263671875
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.5,0.2646484375,0.3017578125,True,-0.037109375
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,1.0,0.09765625,0.1572265625,True,-0.0595703125
subsample_repeat,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,2.0,0.0048828125,0.0224609375,True,-0.017578125
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.25,0.3671875,0.4033203125,True,-0.0361328125
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.5,0.2451171875,0.30078125,True,-0.0556640625
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,1.0,0.0732421875,0.1748046875,True,-0.1015625
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.0,0.021484375,True,-0.021484375
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.25,0.3671875,0.4033203125,True,-0.0361328125
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,0.5,0.2451171875,0.30078125,True,-0.0556640625
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,1.0,0.0732421875,0.1748046875,True,-0.1015625
subsample_repeat,compustat_kor_direction,onehot_linear,catboost_native,common,2.0,0.0,0.021484375,True,-0.021484375
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.25,0.3681640625,0.376953125,True,-0.0087890625
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,0.5,0.236328125,0.2939453125,True,-0.0576171875
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,1.0,0.0810546875,0.1533203125,True,-0.072265625
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,candidate_independent,2.0,0.0048828125,0.029296875,True,-0.0244140625
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.25,0.3681640625,0.376953125,True,-0.0087890625
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,0.5,0.236328125,0.2939453125,True,-0.0576171875
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,1.0,0.0810546875,0.1533203125,True,-0.072265625
subsample_repeat,compustat_kor_direction,onehot_linear,native_histgb,common,2.0,0.0048828125,0.029296875,True,-0.0244140625
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,0.3740234375,0.408203125,True,-0.0341796875
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,0.251953125,0.314453125,True,-0.0625
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.095703125,0.16015625,True,-0.064453125
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.0029296875,0.021484375,True,-0.0185546875
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.25,0.3740234375,0.408203125,True,-0.0341796875
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.5,0.251953125,0.314453125,True,-0.0625
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.095703125,0.16015625,True,-0.064453125
subsample_repeat,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.0029296875,0.021484375,True,-0.0185546875
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.25,0.3857421875,0.396484375,True,-0.0107421875
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,0.5,0.26171875,0.3046875,True,-0.04296875
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,1.0,0.0859375,0.15625,True,-0.0703125
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,candidate_independent,2.0,0.00390625,0.0244140625,True,-0.0205078125
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.25,0.3857421875,0.396484375,True,-0.0107421875
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,0.5,0.26171875,0.3046875,True,-0.04296875
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,1.0,0.0859375,0.15625,True,-0.0703125
subsample_repeat,compustat_kor_direction,onehot_linear,ordinal_forest,common,2.0,0.00390625,0.0244140625,True,-0.0205078125
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.25,0.369140625,0.392578125,True,-0.0234375
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.5,0.2548828125,0.3115234375,True,-0.056640625
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.0908203125,0.1572265625,True,-0.06640625
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.00390625,0.0234375,True,-0.01953125
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.25,0.365234375,0.37890625,True,-0.013671875
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,0.5,0.2451171875,0.29296875,True,-0.0478515625
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,1.0,0.0869140625,0.15234375,True,-0.0654296875
subsample_repeat,compustat_kor_direction,ordinal_forest,catboost_native,common,2.0,0.0029296875,0.0283203125,True,-0.025390625
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,0.375,0.3955078125,True,-0.0205078125
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,0.2548828125,0.2998046875,True,-0.044921875
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.09375,0.1455078125,True,-0.0517578125
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.0029296875,0.02734375,True,-0.0244140625
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,0.38671875,0.400390625,True,-0.013671875
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,0.265625,0.3134765625,True,-0.0478515625
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.08984375,0.154296875,True,-0.064453125
subsample_repeat,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.001953125,0.0205078125,True,-0.0185546875
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,0.3642578125,0.3955078125,True,-0.03125
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.2392578125,0.3046875,True,-0.0654296875
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.1015625,0.1494140625,True,-0.0478515625
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0029296875,0.0224609375,True,-0.01953125
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.25,0.35546875,0.384765625,True,-0.029296875
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.2353515625,0.302734375,True,-0.0673828125
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.1005859375,0.1513671875,True,-0.05078125
subsample_repeat,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.0029296875,0.0244140625,True,-0.021484375
