panel,dataset,task,model,method,score_bias,score_rmse,prediction_residual
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,disjoint_pair_cross64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,onehot_linear,independent_block_u64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,ordinal_forest,independent_block_u64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,native_histgb,disjoint_pair_cross64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,native_histgb,independent_block_u64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,catboost_native,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,catboost_native,independent_block_u64,-1.9244417140407144e-06,0.00010058471830372225,3.6078055187793723e-07
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,disjoint_pair_cross64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
subsample_repeat,heloc_credit_risk,binclass,onehot_adam_mlp,independent_block_u64,-7.701482759026046e-06,0.00017492163815710062,1.5577692718815594e-05
subsample_repeat,kdd17_stock_return,regression,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_linear,independent_block_u64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,disjoint_pair_cross64,-7.484623931741652e-07,0.00014055754859827155,1.8593548633649704e-05
subsample_repeat,kdd17_stock_return,regression,ordinal_forest,independent_block_u64,-1.1016824308596185e-05,0.00018046318886344472,1.8134779548539814e-05
subsample_repeat,kdd17_stock_return,regression,native_histgb,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
subsample_repeat,kdd17_stock_return,regression,native_histgb,independent_block_u64,0.0,1.110765523081487e-16,5.551115123125783e-17
subsample_repeat,kdd17_stock_return,regression,catboost_native,disjoint_pair_cross64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,catboost_native,independent_block_u64,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,disjoint_pair_cross64,-8.12267935679234e-06,0.0006803433120196016,9.629238604880186e-05
subsample_repeat,kdd17_stock_return,regression,onehot_adam_mlp,independent_block_u64,-1.5276485285931063e-05,0.0008738551704625617,0.0001412922409840811
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,disjoint_pair_cross64,2.7755575615628914e-17,3.926190274676522e-17,2.7755575615628914e-17
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_linear,independent_block_u64,2.7755575615628914e-17,3.926190274676522e-17,2.7755575615628914e-17
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,disjoint_pair_cross64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
subsample_repeat,polish_bankruptcy_3year,binclass,ordinal_forest,independent_block_u64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,disjoint_pair_cross64,-6.938893903907228e-18,9.815475686691304e-18,-6.938893903907228e-18
subsample_repeat,polish_bankruptcy_3year,binclass,native_histgb,independent_block_u64,-6.938893903907228e-18,9.815475686691304e-18,-6.938893903907228e-18
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,disjoint_pair_cross64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
subsample_repeat,polish_bankruptcy_3year,binclass,catboost_native,independent_block_u64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,disjoint_pair_cross64,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,binclass,onehot_adam_mlp,independent_block_u64,3.0297709091159364e-06,0.0002122115225771729,6.274875878162223e-06
openml_external,openml-breast-w-15,binclass,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_external,openml-breast-w-15,binclass,ordinal_forest,disjoint_pair_cross64,2.0816681711721685e-17,2.9446427060073916e-17,2.0816681711721685e-17
openml_external,openml-breast-w-15,binclass,ordinal_forest,independent_block_u64,2.0816681711721685e-17,2.9446427060073916e-17,2.0816681711721685e-17
openml_external,openml-breast-w-15,binclass,native_histgb,disjoint_pair_cross64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
openml_external,openml-breast-w-15,binclass,native_histgb,independent_block_u64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-breast-w-15,binclass,onehot_adam_mlp,independent_block_u64,0.00013118457220528956,0.0030825675487082603,0.00018580207263541038
openml_external,openml-sonar-40,binclass,onehot_linear,disjoint_pair_cross64,-5.551115123125783e-17,7.852380549353044e-17,-5.551115123125783e-17
openml_external,openml-sonar-40,binclass,onehot_linear,independent_block_u64,-5.551115123125783e-17,7.852380549353044e-17,-5.551115123125783e-17
openml_external,openml-sonar-40,binclass,ordinal_forest,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,ordinal_forest,independent_block_u64,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,native_histgb,disjoint_pair_cross64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
openml_external,openml-sonar-40,binclass,native_histgb,independent_block_u64,-1.1102230246251565e-16,1.5704761098706087e-16,-1.1102230246251565e-16
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-sonar-40,binclass,onehot_adam_mlp,independent_block_u64,-1.6338964587025995e-05,0.0049002933871230715,0.00022449178069677833
openml_external,openml-pc4-1049,binclass,onehot_linear,disjoint_pair_cross64,-5.551115123125783e-17,7.852380549353044e-17,-5.551115123125783e-17
openml_external,openml-pc4-1049,binclass,onehot_linear,independent_block_u64,-5.551115123125783e-17,7.852380549353044e-17,-5.551115123125783e-17
openml_external,openml-pc4-1049,binclass,ordinal_forest,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-pc4-1049,binclass,ordinal_forest,independent_block_u64,5.551115123125783e-17,6.20694203336968e-17,5.551115123125783e-17
openml_external,openml-pc4-1049,binclass,native_histgb,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,native_histgb,independent_block_u64,0.0,0.0,0.0
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,disjoint_pair_cross64,2.7755575615628914e-17,3.926190274676522e-17,2.7755575615628914e-17
openml_external,openml-pc4-1049,binclass,onehot_adam_mlp,independent_block_u64,-1.0381803362047304e-05,0.00021888179864205064,1.582495577454046e-05
openml_external,openml-kc1-1067,binclass,onehot_linear,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,onehot_linear,independent_block_u64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,ordinal_forest,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,ordinal_forest,independent_block_u64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,native_histgb,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,native_histgb,independent_block_u64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,disjoint_pair_cross64,-8.326672684688674e-17,1.1778570824029567e-16,-8.326672684688674e-17
openml_external,openml-kc1-1067,binclass,onehot_adam_mlp,independent_block_u64,2.7633281932393228e-06,0.00023768990431971465,3.161101536822142e-05
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,onehot_linear,independent_block_u64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,ordinal_forest,independent_block_u64,5.551115123125783e-17,1.241752325694801e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,native_histgb,independent_block_u64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-blood-transfusion-1464,binclass,onehot_adam_mlp,independent_block_u64,7.382249563742116e-05,0.0022827438156114385,0.00011659918796469437
openml_external,openml-ilpd-1480,binclass,onehot_linear,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-ilpd-1480,binclass,onehot_linear,independent_block_u64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_external,openml-ilpd-1480,binclass,ordinal_forest,disjoint_pair_cross64,-2.6803667560471034e-06,8.81132140819105e-05,-1.3348824978165474e-06
openml_external,openml-ilpd-1480,binclass,ordinal_forest,independent_block_u64,-1.5151858952511255e-06,0.00010746070712944359,5.738063355020806e-07
openml_external,openml-ilpd-1480,binclass,native_histgb,disjoint_pair_cross64,-1.6653345369377348e-16,2.3557141648059133e-16,-1.6653345369377348e-16
openml_external,openml-ilpd-1480,binclass,native_histgb,independent_block_u64,-1.6653345369377348e-16,2.3557141648059133e-16,-1.6653345369377348e-16
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,disjoint_pair_cross64,2.231589996182226e-06,0.0025660933550458796,6.078892991839835e-05
openml_external,openml-ilpd-1480,binclass,onehot_adam_mlp,independent_block_u64,3.4844250210386285e-05,0.0032041803332834295,0.00012158788944877097
openml_external,openml-wdbc-1510,binclass,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_external,openml-wdbc-1510,binclass,ordinal_forest,disjoint_pair_cross64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_external,openml-wdbc-1510,binclass,ordinal_forest,independent_block_u64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_external,openml-wdbc-1510,binclass,native_histgb,disjoint_pair_cross64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_external,openml-wdbc-1510,binclass,native_histgb,independent_block_u64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,disjoint_pair_cross64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_external,openml-wdbc-1510,binclass,onehot_adam_mlp,independent_block_u64,0.00014462069272792866,0.003653851523814585,0.0002540803472177444
openml_external,openml-mammography-310,binclass,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_external,openml-mammography-310,binclass,onehot_linear,independent_block_u64,-6.938893903907228e-18,6.938893903907228e-18,0.0
openml_external,openml-mammography-310,binclass,ordinal_forest,disjoint_pair_cross64,-3.469446951953614e-18,4.907737843345652e-18,-3.469446951953614e-18
openml_external,openml-mammography-310,binclass,ordinal_forest,independent_block_u64,-3.469446951953614e-18,4.907737843345652e-18,-3.469446951953614e-18
openml_external,openml-mammography-310,binclass,native_histgb,disjoint_pair_cross64,3.469446951953614e-18,4.907737843345652e-18,3.469446951953614e-18
openml_external,openml-mammography-310,binclass,native_histgb,independent_block_u64,3.469446951953614e-18,4.907737843345652e-18,3.469446951953614e-18
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,disjoint_pair_cross64,1.0408340855860843e-17,1.4723213530036958e-17,1.0408340855860843e-17
openml_external,openml-mammography-310,binclass,onehot_adam_mlp,independent_block_u64,9.40139510123561e-07,0.00010733609700010308,5.3230441291289565e-06
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,disjoint_pair_cross64,1.7199630608644156e-11,3.0760391717398215e-10,1.7199686119795388e-11
openml_taskbalanced,openml-credit-g-31,binclass,onehot_linear,independent_block_u64,-9.611256235331211e-12,3.2790283437029986e-10,-9.611256235331211e-12
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,disjoint_pair_cross64,4.877043128237446e-06,0.0003722479901067596,1.90349778428911e-05
openml_taskbalanced,openml-credit-g-31,binclass,ordinal_forest,independent_block_u64,7.94248225260974e-06,0.0004227795348737501,2.474007983865878e-05
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,disjoint_pair_cross64,-2.716387911005924e-05,0.0009479480399020669,0.00020272912649293984
openml_taskbalanced,openml-credit-g-31,binclass,onehot_adam_mlp,independent_block_u64,1.70532706310067e-05,0.0009826954579859875,0.00027307115128683
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,disjoint_pair_cross64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
openml_taskbalanced,openml-spambase-44,binclass,ordinal_forest,independent_block_u64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-spambase-44,binclass,onehot_adam_mlp,independent_block_u64,3.054939250347888e-05,0.0005926048580858642,6.208754000870675e-05
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,disjoint_pair_cross64,-6.938893903907228e-18,9.815475686691304e-18,-6.938893903907228e-18
openml_taskbalanced,openml-banknote-1462,binclass,onehot_linear,independent_block_u64,-6.938893903907228e-18,9.815475686691304e-18,-6.938893903907228e-18
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,ordinal_forest,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,disjoint_pair_cross64,-1.3877787807814457e-17,1.963095137338261e-17,-1.3877787807814457e-17
openml_taskbalanced,openml-banknote-1462,binclass,onehot_adam_mlp,independent_block_u64,-1.8288359537550758e-05,0.0028781596206134976,4.062633781429931e-05
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,disjoint_pair_cross64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_linear,independent_block_u64,5.551115123125783e-17,7.852380549353044e-17,5.551115123125783e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,disjoint_pair_cross64,-2.7755575615628914e-17,3.926190274676522e-17,-2.7755575615628914e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,ordinal_forest,independent_block_u64,-2.7755575615628914e-17,3.926190274676522e-17,-2.7755575615628914e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,disjoint_pair_cross64,8.326672684688674e-17,1.1778570824029567e-16,8.326672684688674e-17
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,onehot_adam_mlp,independent_block_u64,2.3275032049463462e-06,0.0014024385830649548,0.00011718006680014326
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,disjoint_pair_cross64,-1.671752485610245e-06,0.00022475978131866102,1.4667746690955052e-05
openml_taskbalanced,openml-abalone-183,regression,ordinal_forest,independent_block_u64,7.245563125646282e-06,0.00027466966785759665,3.1961673634561816e-05
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,disjoint_pair_cross64,2.2747165740411024e-05,0.0004649741382975353,8.732295468555362e-05
openml_taskbalanced,openml-abalone-183,regression,onehot_adam_mlp,independent_block_u64,5.651642258353018e-06,0.0005417657562633871,0.00010097124075331143
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,ordinal_forest,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,disjoint_pair_cross64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_taskbalanced,openml-kin8nm-189,regression,onehot_adam_mlp,independent_block_u64,1.3877787807814457e-17,1.963095137338261e-17,1.3877787807814457e-17
openml_taskbalanced,openml-pol-201,regression,onehot_linear,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_linear,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,ordinal_forest,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-pol-201,regression,onehot_adam_mlp,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,disjoint_pair_cross64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_taskbalanced,openml-puma32h-308,regression,onehot_linear,independent_block_u64,1.1102230246251565e-16,1.5704761098706087e-16,1.1102230246251565e-16
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,disjoint_pair_cross64,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,ordinal_forest,independent_block_u64,0.0,0.0,0.0
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,disjoint_pair_cross64,-2.7755575615628914e-17,3.926190274676522e-17,-2.7755575615628914e-17
openml_taskbalanced,openml-puma32h-308,regression,onehot_adam_mlp,independent_block_u64,-2.7755575615628914e-17,3.926190274676522e-17,-2.7755575615628914e-17
