domain,seed,schema,method,dimension,alpha,train_mse,val_mse,test_mse
tree,20260880,0,ple_local,16,10.0,0.44175488440595134,0.5575693574357343,1.659337933765849
tree,20260880,0,ple_whitened,16,10.0,0.44174550225261444,0.5577591875714517,1.6689835698143556
tree,20260880,0,u_ple,16,1e-06,0.3904052816121462,0.3926187686017062,1.5995240850463317
tree,20260880,1,ple_local,16,1e-06,0.20463090127807293,0.2065605228617469,3.2872973218146306
tree,20260880,1,ple_whitened,16,1e-06,0.2046309012780729,0.20656052266093994,3.2872973519643733
tree,20260880,1,u_ple,16,10.0,0.6454378760261348,0.7955881098422378,3.0829655443330015
tree,20260880,2,ple_local,16,1e-06,0.3421771798907082,0.38085760162980686,1.5680360162004785
tree,20260880,2,ple_whitened,16,1e-06,0.3421771798907083,0.3808576015037072,1.5680360269807165
tree,20260880,2,u_ple,16,10.0,0.4472433111510811,0.5506586764949778,1.4975420464895621
tree,20260880,3,ple_local,16,1e-06,0.24097249721469402,0.2196415387013197,1.8406977534503897
tree,20260880,3,ple_whitened,16,1e-06,0.24097249721469402,0.21964153874538966,1.840697749496406
tree,20260880,3,u_ple,16,1e-06,0.27940009121291315,0.285334826660425,3.869612175008297
tree,20260880,4,ple_local,16,1e-06,0.2793214444877608,0.28636853462216005,2.2297891051811622
tree,20260880,4,ple_whitened,16,1e-06,0.27932144448776086,0.28636853466074036,2.229789104992876
tree,20260880,4,u_ple,16,1e-06,0.40531627742692933,0.3987782305779119,5.949251127945395
tree,20260880,5,ple_local,16,1e-06,0.54578912325284,0.5940322573595086,1.4484364334599158
tree,20260880,5,ple_whitened,16,1e-06,0.54578912325284,0.5940322573244591,1.448436433864983
tree,20260880,5,u_ple,16,1e-06,0.354177617764674,0.36338205585665406,5.2963410764590115
tree,20260880,6,ple_local,16,10.0,0.39798334642747407,0.48834026312837525,2.0038602072674756
tree,20260880,6,ple_whitened,16,1.0,0.3976469411984875,0.4898517520465889,2.012163533356614
tree,20260880,6,u_ple,16,1.0,0.6408865269164135,0.8148634365043209,2.343066517358702
tree,20260880,7,ple_local,16,1e-06,0.304613122329922,0.3361002972950115,1.2268608989114038
tree,20260880,7,ple_whitened,16,1e-06,0.30461312232992194,0.3361002973534874,1.2268608992706236
tree,20260880,7,u_ple,16,1e-06,0.5382649875724879,0.6287189431714625,1.578412572046349
tree,20260881,0,ple_local,16,100.0,0.6196995418323228,0.6249938540803077,1.6257197865907778
tree,20260881,0,ple_whitened,16,100.0,0.6197346423300567,0.6239250899757494,1.6304608848100481
tree,20260881,0,u_ple,16,10.0,0.5587245414311157,0.5925359739871611,1.7244725618664032
tree,20260881,1,ple_local,16,1e-06,0.18021961395614505,0.19983451356094725,2.6244619678848533
tree,20260881,1,ple_whitened,16,1e-06,0.18021961395614505,0.19983451355475743,2.6244619685478856
tree,20260881,1,u_ple,16,0.01,0.2170666948613447,0.2309370385887914,21.53221940566378
tree,20260881,2,ple_local,16,100.0,0.6899571227199319,0.6710700540821207,1.4955192157593102
tree,20260881,2,ple_whitened,16,100.0,0.6847634505797363,0.6651349687230109,1.5004501862212412
tree,20260881,2,u_ple,16,0.01,0.6817396471998383,0.6346361423223112,19.69900673839593
tree,20260881,3,ple_local,16,100.0,0.42826117282264486,0.45363253588896335,2.0868985637581234
tree,20260881,3,ple_whitened,16,100.0,0.4286414315696073,0.45288294123439876,2.083700339253024
tree,20260881,3,u_ple,16,1.0,0.3767662499981815,0.4172553562497089,4.544943557086011
tree,20260881,4,ple_local,16,1.0,0.5515643476366576,0.5644084231841348,1.672692363688295
tree,20260881,4,ple_whitened,16,100.0,0.5542150277349568,0.5627363420329474,1.6757090660166996
tree,20260881,4,u_ple,16,1e-06,0.159618811300086,0.17931070189488857,5.4778753110780025
tree,20260881,5,ple_local,16,1e-06,0.18534228562064256,0.20706611522035856,4.3029744219443655
tree,20260881,5,ple_whitened,16,1e-06,0.18534228562064256,0.2070661152053448,4.302974424809986
tree,20260881,5,u_ple,16,1e-06,0.19030943014578605,0.2129498031859818,5.7296214493519075
tree,20260881,6,ple_local,16,1e-06,0.19154175327480388,0.20891039151735008,2.4434618018577137
tree,20260881,6,ple_whitened,16,1e-06,0.19154175327480388,0.2089103915077607,2.443461800442637
tree,20260881,6,u_ple,16,1.0,0.2875065872559199,0.33774411550609074,4.641037580381729
tree,20260881,7,ple_local,16,10.0,0.316428161910724,0.36885309042785847,1.7815239744993672
tree,20260881,7,ple_whitened,16,100.0,0.3198176406900214,0.36407726201553614,1.7810137546810696
tree,20260881,7,u_ple,16,1.0,0.4686920260636534,0.4558515185720619,1.8003647546820056
tree,20260882,0,ple_local,16,100.0,0.2528511711456559,0.27489126990041873,3.0810841204337374
tree,20260882,0,ple_whitened,16,100.0,0.2503628120181646,0.2707173168382805,3.08972494113331
tree,20260882,0,u_ple,16,1.0,0.40958854496215075,0.4650481928924583,3.5261423569786574
tree,20260882,1,ple_local,16,1e-06,0.4758931259512347,0.3420456894657141,2.343775068263157
tree,20260882,1,ple_whitened,16,1e-06,0.4758931259512347,0.3420456894844778,2.343775068149651
tree,20260882,1,u_ple,16,1e-06,0.18882773300165773,0.20399658876998117,42.074555061467805
tree,20260882,2,ple_local,16,10.0,0.5676848045994719,0.5320045842484274,1.1841949719582143
tree,20260882,2,ple_whitened,16,1e-06,0.5655763078388195,0.5350253215759153,1.1903501425583083
tree,20260882,2,u_ple,16,10.0,0.6959641824687531,0.6336491948138617,1.1893514729713834
tree,20260882,3,ple_local,16,100.0,0.5333721588820278,0.5637492970732743,2.3700308006620125
tree,20260882,3,ple_whitened,16,100.0,0.532770125901284,0.5633947076040628,2.3938488736599624
tree,20260882,3,u_ple,16,1.0,0.1331515430418672,0.13843178254445287,3.2166776720872803
tree,20260882,4,ple_local,16,10.0,0.1711892678658516,0.1633725040416422,1.0971697033411056
tree,20260882,4,ple_whitened,16,100.0,0.17594439311098167,0.16312813238838397,1.1196904585326857
tree,20260882,4,u_ple,16,0.1,0.5563380173437139,0.5108335071809087,13.510789476574164
tree,20260882,5,ple_local,16,100.0,0.36864486627366505,0.31249204523596064,1.539216032454085
tree,20260882,5,ple_whitened,16,100.0,0.3673339530957495,0.3138971424001192,1.5485111094168331
tree,20260882,5,u_ple,16,1e-06,0.20083510619295927,0.1904414522897337,7.032518828660238
tree,20260882,6,ple_local,16,10.0,0.28162970185465525,0.26028917556962794,1.251058864110243
tree,20260882,6,ple_whitened,16,10.0,0.281411688912205,0.2602308043681472,1.2513931972947174
tree,20260882,6,u_ple,16,1e-06,0.5977521536834735,0.5459679318210838,1.4262251636569754
tree,20260882,7,ple_local,16,100.0,0.43625723362434465,0.43223325467207585,2.11274523732591
tree,20260882,7,ple_whitened,16,100.0,0.43640066470839417,0.43177693649292437,2.0994378801719753
tree,20260882,7,u_ple,16,1e-06,0.3293124682811118,0.276787031421756,813.7929894858809
tree,20260883,0,ple_local,16,1e-06,0.3138632041387665,0.4084409490151448,1.6709371979812369
tree,20260883,0,ple_whitened,16,1e-06,0.3138632041387665,0.40844094900348354,1.6709371998136047
tree,20260883,0,u_ple,16,1e-06,0.27168350571454614,0.3419159135382415,1.743945591560671
tree,20260883,1,ple_local,16,1e-06,0.2532662559139224,0.2548325816367465,1.9482322549330415
tree,20260883,1,ple_whitened,16,1e-06,0.2532662559139224,0.25483258164449657,1.9482322554056866
tree,20260883,1,u_ple,16,1e-06,0.44587007259422146,0.5042370736868917,2.424098017180606
tree,20260883,2,ple_local,16,1e-06,0.22029260404780293,0.22129183612473427,1.676071238234687
tree,20260883,2,ple_whitened,16,1e-06,0.22029260404780293,0.22129183591767274,1.6760712391520431
tree,20260883,2,u_ple,16,1e-06,0.49133160273922766,0.6178069506775522,1.8310527441265052
tree,20260883,3,ple_local,16,1e-06,0.4904685742979268,0.5248520812060886,1.857723579406038
tree,20260883,3,ple_whitened,16,1e-06,0.4904685742979268,0.5248520811264247,1.857723579667845
tree,20260883,3,u_ple,16,0.1,0.39169939138238447,0.46904115985893424,7.917146311391295
tree,20260883,4,ple_local,16,1e-06,0.49411777817389463,0.7207941446413969,1.7296512366687586
tree,20260883,4,ple_whitened,16,1e-06,0.49411777817389463,0.7207941446542925,1.7296512366908063
tree,20260883,4,u_ple,16,1.0,0.4905589554313622,0.6922685202503338,2.4204142212549593
tree,20260883,5,ple_local,16,1e-06,0.30725110232265335,0.41375352150167033,1.8364919577372174
tree,20260883,5,ple_whitened,16,1e-06,0.3072511023226534,0.41375352150484973,1.8364919576529481
tree,20260883,5,u_ple,16,1e-06,0.46076401169227155,0.638054466689031,5.094404245894074
tree,20260883,6,ple_local,16,1e-06,0.3181635311717103,0.36383636004724434,1.9107547655667005
tree,20260883,6,ple_whitened,16,1e-06,0.3181635311717103,0.36383636001438246,1.9107547659218889
tree,20260883,6,u_ple,16,1e-06,0.34092799543317154,0.3914870291845419,6.720859972344715
tree,20260883,7,ple_local,16,1e-06,0.3933759154906954,0.41371624895089937,2.0193593680542743
tree,20260883,7,ple_whitened,16,1e-06,0.39337591549069545,0.41371624895399506,2.019359367606199
tree,20260883,7,u_ple,16,1e-06,0.5546914160347226,0.7111175622663055,1.6232619561638204
tree,20260884,0,ple_local,16,100.0,0.28117482731100124,0.2847391369954055,1.799496604660388
tree,20260884,0,ple_whitened,16,100.0,0.2810268279279002,0.2844795188951902,1.8083313317168916
tree,20260884,0,u_ple,16,1.0,0.3961929189038395,0.39977060913407086,2.3664143472773924
tree,20260884,1,ple_local,16,100.0,0.4916276949797538,0.45043116779774267,3.1514225126573647
tree,20260884,1,ple_whitened,16,100.0,0.49101585369848616,0.4524870310257398,3.1452411832646194
tree,20260884,1,u_ple,16,0.1,0.331854786509292,0.30124813065307193,7.895883397820932
tree,20260884,2,ple_local,16,100.0,0.6307115405366752,0.5260518705166138,2.013045884062013
tree,20260884,2,ple_whitened,16,100.0,0.6274302646082766,0.5270603833062902,2.0275990323394435
tree,20260884,2,u_ple,16,10.0,0.5988461638780531,0.5823592381587783,2.5440085436500484
tree,20260884,3,ple_local,16,10.0,0.3264435467909377,0.33370742389424884,1.85730924218392
tree,20260884,3,ple_whitened,16,10.0,0.32632670523179264,0.3337761181737781,1.8593552011609549
tree,20260884,3,u_ple,16,1.0,0.5839554803160426,0.47144462206280907,3.0144645934820766
tree,20260884,4,ple_local,16,100.0,0.7012067054128956,0.5605960183234764,2.2725040422529474
tree,20260884,4,ple_whitened,16,100.0,0.7014155276172795,0.5596030056100387,2.2707047085482426
tree,20260884,4,u_ple,16,10.0,0.5548265168494275,0.49589237893220023,3.143363848652022
tree,20260884,5,ple_local,16,1e-06,0.2673718953936261,0.26227869247128327,2.252611496923254
tree,20260884,5,ple_whitened,16,10.0,0.26742193487894855,0.2618987270146795,2.250777601224054
tree,20260884,5,u_ple,16,1.0,0.45832972488130175,0.3838313404637041,1.8526731506611451
tree,20260884,6,ple_local,16,10.0,0.3201192806283229,0.3179613046502932,1.8751138368554143
tree,20260884,6,ple_whitened,16,100.0,0.32385761651488215,0.3163118221152867,1.8762990289269328
tree,20260884,6,u_ple,16,1e-06,0.38141321488050767,0.34407788609873236,6.134120296010178
tree,20260884,7,ple_local,16,100.0,0.6766990456198793,0.6592580048211317,1.8282481041518845
tree,20260884,7,ple_whitened,16,100.0,0.6703734609289307,0.6589947963659456,1.8524546785478455
tree,20260884,7,u_ple,16,1e-06,0.3576505628554969,0.3347626600800575,55.44653793423063
tree,20260885,0,ple_local,16,100.0,0.23210976306280837,0.22621573967753833,1.1524867607655498
tree,20260885,0,ple_whitened,16,100.0,0.22911478576033753,0.22416658007842594,1.1459676320480277
tree,20260885,0,u_ple,16,10.0,0.5861865044293666,0.49295075687226375,1.5828140008773346
tree,20260885,1,ple_local,16,100.0,0.25856050100316313,0.2317228831896694,1.4578947078088624
tree,20260885,1,ple_whitened,16,100.0,0.25669313607540856,0.23065554390822973,1.4352968141921476
tree,20260885,1,u_ple,16,1.0,0.3203159809525261,0.2867029258989916,1.380216945266884
tree,20260885,2,ple_local,16,1e-06,0.16512794245796034,0.1526490650035416,1.0221026155742041
tree,20260885,2,ple_whitened,16,1e-06,0.16512794245796034,0.15264906498647796,1.022102614938692
tree,20260885,2,u_ple,16,0.1,0.44972617736286113,0.37673275231496006,6.664805370738738
tree,20260885,3,ple_local,16,10.0,0.2570139580379074,0.22880462124526757,1.7836617935456196
tree,20260885,3,ple_whitened,16,100.0,0.26121729029160556,0.22864245806339298,1.7217325328931619
tree,20260885,3,u_ple,16,1.0,0.445588430485801,0.37772448146145343,2.7257654995993086
tree,20260885,4,ple_local,16,10.0,0.582992624106029,0.565102627762994,2.0633913142892295
tree,20260885,4,ple_whitened,16,100.0,0.5840642190237065,0.5511224575936466,2.0281859505503963
tree,20260885,4,u_ple,16,10.0,0.2392829485464271,0.2814712724784223,2.3474661644719474
tree,20260885,5,ple_local,16,100.0,0.6425593570553775,0.4613404387391803,1.7926813634877616
tree,20260885,5,ple_whitened,16,100.0,0.6426827524662234,0.46039583098364245,1.7909620730914335
tree,20260885,5,u_ple,16,1.0,0.5210262175596219,0.4330493215724913,3.80162206564397
tree,20260885,6,ple_local,16,10.0,0.18503241301378429,0.1868153734181262,1.0643627927893362
tree,20260885,6,ple_whitened,16,10.0,0.18453399722690625,0.18695686789278537,1.0743631403842024
tree,20260885,6,u_ple,16,1.0,0.5448061196497461,0.43971057337454483,1.9034738171967183
tree,20260885,7,ple_local,16,1e-06,0.31026664626733275,0.3063165402805506,2.830038526434119
tree,20260885,7,ple_whitened,16,10.0,0.31031375598345406,0.30616572070827097,2.8075970656179483
tree,20260885,7,u_ple,16,1.0,0.17493583224364642,0.16438042403016012,3.218372122626803
tree,20260886,0,ple_local,16,100.0,0.47457173095659194,0.5455510833501337,3.0817228073185636
tree,20260886,0,ple_whitened,16,100.0,0.4723754945663441,0.5453408581425749,3.0889677008573333
tree,20260886,0,u_ple,16,0.1,0.5884960934808231,0.6882843824680651,8.165968920093093
tree,20260886,1,ple_local,16,1e-06,0.26077997122140006,0.24538504440766354,3.7385052135468384
tree,20260886,1,ple_whitened,16,1e-06,0.2607799712214,0.24538504434915823,3.7385052163847408
tree,20260886,1,u_ple,16,1e-06,0.33477350898021646,0.34898012329159755,114.05465622089228
tree,20260886,2,ple_local,16,1e-06,0.28787052372717703,0.3048596124750847,1.927195915986603
tree,20260886,2,ple_whitened,16,1e-06,0.2878705237271771,0.30485961241961174,1.9271959166208148
tree,20260886,2,u_ple,16,1e-06,0.15865680114200806,0.15996009919169554,4.082537980973422
tree,20260886,3,ple_local,16,1e-06,0.1691723482830345,0.17716862653259693,6.646278107984394
tree,20260886,3,ple_whitened,16,1e-06,0.16917234828303435,0.17716862603844208,6.646278196800413
tree,20260886,3,u_ple,16,1e-06,0.3399470505442554,0.3344070657418996,5.513148388520608
tree,20260886,4,ple_local,16,1e-06,0.27248006614719117,0.27981747466579987,1.5103146985073386
tree,20260886,4,ple_whitened,16,1e-06,0.27248006614719117,0.2798174746928548,1.5103146985866989
tree,20260886,4,u_ple,16,1e-06,0.446650308811795,0.4828773270539177,2.141036683934404
tree,20260886,5,ple_local,16,1.0,0.5801693743107705,0.5783994245086477,3.2398634455382256
tree,20260886,5,ple_whitened,16,1e-06,0.5801662842834446,0.5784167421743297,3.2410155868284476
tree,20260886,5,u_ple,16,1e-06,0.45843369896670483,0.4588134713801283,4.0862631674928505
tree,20260886,6,ple_local,16,10.0,0.39953699390264924,0.45105982456940197,1.865183551673377
tree,20260886,6,ple_whitened,16,100.0,0.4028318969057634,0.44888575435860095,1.8447297182171882
tree,20260886,6,u_ple,16,1e-06,0.34327264072159674,0.34177239661325315,3.4196719520674597
tree,20260886,7,ple_local,16,10.0,0.35300322324154676,0.3873795939491486,2.5271070648882246
tree,20260886,7,ple_whitened,16,10.0,0.3527930664655854,0.3876426210765345,2.527145690068912
tree,20260886,7,u_ple,16,0.1,0.4293916791747854,0.45094544360961464,5.004808285279241
tree,20260887,0,ple_local,16,10.0,0.3344828348173193,0.348222741725525,1.7263269659658291
tree,20260887,0,ple_whitened,16,10.0,0.33418732655783545,0.34826229009972415,1.7307748928406734
tree,20260887,0,u_ple,16,1e-06,0.2328388857650153,0.24101515032106693,237.21678665967173
tree,20260887,1,ple_local,16,1e-06,0.397780678856232,0.4468722236720692,2.166557015405064
tree,20260887,1,ple_whitened,16,10.0,0.39782181124617416,0.4466596138680221,2.1632870106009525
tree,20260887,1,u_ple,16,0.1,0.17118492787882156,0.17629522426727248,5.756529261432208
tree,20260887,2,ple_local,16,10.0,0.3884114435171307,0.4048422478725627,2.573216011759222
tree,20260887,2,ple_whitened,16,10.0,0.38829639282183953,0.40480927133455863,2.5736792771603905
tree,20260887,2,u_ple,16,1e-06,0.20267609211205614,0.2054700386084641,2.006743557624466
tree,20260887,3,ple_local,16,1e-06,0.40749218822784694,0.43172402144352096,3.663681796796136
tree,20260887,3,ple_whitened,16,10.0,0.40753265730863186,0.43167646920964076,3.6470013554391123
tree,20260887,3,u_ple,16,0.1,0.23596538710450385,0.26554976414656317,8.651133194890813
tree,20260887,4,ple_local,16,10.0,0.3168430876983033,0.3716614040709544,1.9788873811964232
tree,20260887,4,ple_whitened,16,100.0,0.32056887846630217,0.37037904445903436,1.9598640262431903
tree,20260887,4,u_ple,16,10.0,0.5516340850084598,0.6423269123065635,1.8507115071175422
tree,20260887,5,ple_local,16,1.0,0.38107835006953084,0.36637793361753146,1.947281646075448
tree,20260887,5,ple_whitened,16,1e-06,0.38107741538232415,0.3663862424367601,1.9472234579951329
tree,20260887,5,u_ple,16,1e-06,0.28321465434252135,0.27568163913601074,28.250080605729146
tree,20260887,6,ple_local,16,10.0,0.185039323457465,0.2062857522289968,1.9972307443868855
tree,20260887,6,ple_whitened,16,10.0,0.18503821980070725,0.20627300007139318,1.9958593009366863
tree,20260887,6,u_ple,16,1e-06,0.5260752739418916,0.5589776627863388,18.538859631026845
tree,20260887,7,ple_local,16,1e-06,0.3463233875393252,0.3762194108449781,2.2861812845029097
tree,20260887,7,ple_whitened,16,10.0,0.34636803453150206,0.37583767207016144,2.2828688006092652
tree,20260887,7,u_ple,16,1e-06,0.34343488114039283,0.3475390826170061,12.494135321987473
tree,20260888,0,ple_local,16,10.0,0.16967283834683025,0.15583467345855578,1.290159106206392
tree,20260888,0,ple_whitened,16,10.0,0.1695075628360127,0.15613197020989616,1.2698902128769645
tree,20260888,0,u_ple,16,1e-06,0.43576064111663254,0.39473568467270903,1.8671627807582327
tree,20260888,1,ple_local,16,1.0,0.25500286594714994,0.2643529433612959,2.1601546746377345
tree,20260888,1,ple_whitened,16,10.0,0.2550470640251121,0.2638825142765028,2.1518786723791
tree,20260888,1,u_ple,16,1e-06,0.4794095834563408,0.43767596512589635,1.373927550612709
tree,20260888,2,ple_local,16,100.0,0.42585095261338957,0.4378904599092808,2.3142384239223577
tree,20260888,2,ple_whitened,16,100.0,0.4255009690818729,0.4397796648382105,2.3154158153787616
tree,20260888,2,u_ple,16,1.0,0.31870736804355254,0.3217463689248332,3.4827231206496414
tree,20260888,3,ple_local,16,10.0,0.24791896476981748,0.24463598399714076,1.5488086557711755
tree,20260888,3,ple_whitened,16,10.0,0.24791939815206812,0.2446662583949837,1.5478057751470613
tree,20260888,3,u_ple,16,0.1,0.3447846055605534,0.36182633830574085,4.504244310312232
tree,20260888,4,ple_local,16,10.0,0.37008291529808907,0.3654033853313831,1.7371850714269468
tree,20260888,4,ple_whitened,16,100.0,0.37375777172167995,0.36530808201208287,1.7150397327285805
tree,20260888,4,u_ple,16,1e-06,0.4686540092926597,0.4416100403746267,5.319096044298049
tree,20260888,5,ple_local,16,0.1,0.5328269661991194,0.5330757377726034,2.246582990369058
tree,20260888,5,ple_whitened,16,1e-06,0.532826725811175,0.5330778016287588,2.246531656934616
tree,20260888,5,u_ple,16,1.0,0.25946264727288326,0.26622281912449186,13.335113697726895
tree,20260888,6,ple_local,16,10.0,0.39091591120748037,0.38017714714435213,2.3699959907654087
tree,20260888,6,ple_whitened,16,10.0,0.3908676081265392,0.38063229216098177,2.3709963844178796
tree,20260888,6,u_ple,16,0.1,0.22093205458896373,0.224665825149662,1.8591192147065703
tree,20260888,7,ple_local,16,1e-06,0.2001668382094715,0.17761927804761374,2.5138313911609522
tree,20260888,7,ple_whitened,16,10.0,0.20022146789062656,0.17728647170144307,2.5015957226389944
tree,20260888,7,u_ple,16,1.0,0.2260262216690091,0.18774312774444982,2.2192931664467777
tree,20260889,0,ple_local,16,10.0,0.32252668128289275,0.27953525197015755,1.048349510446173
tree,20260889,0,ple_whitened,16,1.0,0.3224511839165938,0.27959770605008527,1.0480672833756792
tree,20260889,0,u_ple,16,1.0,0.17839046642302947,0.17014388468752498,2.3159770871263077
tree,20260889,1,ple_local,16,100.0,0.2093833515933505,0.20364798335271228,0.8851598003626467
tree,20260889,1,ple_whitened,16,100.0,0.2070334568885985,0.2031718429960878,0.8855642594398224
tree,20260889,1,u_ple,16,1e-06,0.3377584058595099,0.33566766604620485,0.8979146262077016
tree,20260889,2,ple_local,16,10.0,0.2634308691651426,0.24358097454133174,1.4448466153291577
tree,20260889,2,ple_whitened,16,1.0,0.26338233467343164,0.24379133878299825,1.4478882452764523
tree,20260889,2,u_ple,16,1.0,0.39298496812170103,0.35553306422374753,3.1429243857144216
tree,20260889,3,ple_local,16,10.0,0.2708005467590192,0.25051092250285534,1.567232710801614
tree,20260889,3,ple_whitened,16,10.0,0.27076765972450356,0.2506974875495859,1.5626604840500855
tree,20260889,3,u_ple,16,1.0,0.45526029189348377,0.40980119169539764,1.7076008128058182
tree,20260889,4,ple_local,16,10.0,0.18158307479770772,0.18213548865625273,2.1163525353956203
tree,20260889,4,ple_whitened,16,10.0,0.18142275637813257,0.1823724009989897,2.1206239141408263
tree,20260889,4,u_ple,16,1e-06,0.20570731047530935,0.19893895007276619,2.9554985749505183
tree,20260889,5,ple_local,16,1.0,0.16703100545064417,0.15108506522616316,1.136397913476734
tree,20260889,5,ple_whitened,16,10.0,0.16707869103484754,0.1510179832072629,1.135208375358025
tree,20260889,5,u_ple,16,0.1,0.6792321483399407,0.62207174766099,3.137714237163635
tree,20260889,6,ple_local,16,1e-06,0.2990707309363357,0.2551197151632946,1.4545973296646997
tree,20260889,6,ple_whitened,16,10.0,0.2991186053485387,0.2550673053429194,1.4458297866002208
tree,20260889,6,u_ple,16,0.1,0.3825182704646612,0.3534897587522879,2.59430911560937
tree,20260889,7,ple_local,16,1e-06,0.2501616822000014,0.24557490834384224,1.6173355526033613
tree,20260889,7,ple_whitened,16,10.0,0.2502128971660419,0.24544598272102255,1.6107325245210196
tree,20260889,7,u_ple,16,1.0,0.15499701383726042,0.14504598369801222,2.2130940757135846
tree,20260890,0,ple_local,16,1e-06,0.2570143179080197,0.2476610041693639,1.2799132656538506
tree,20260890,0,ple_whitened,16,1e-06,0.2570143179080197,0.24766100414053038,1.2799132658535461
tree,20260890,0,u_ple,16,1e-06,0.5902149188053895,0.6713614284683732,0.5349651014508737
tree,20260890,1,ple_local,16,1e-06,0.22572676781177103,0.22915331189344176,2.247632736892935
tree,20260890,1,ple_whitened,16,1e-06,0.22572676781177103,0.22915331195483954,2.2476327377793455
tree,20260890,1,u_ple,16,1e-06,0.31731763957022063,0.2852810037598598,3.204504242771445
tree,20260890,2,ple_local,16,1e-06,0.2564553686498025,0.2615940765097385,3.566551817064701
tree,20260890,2,ple_whitened,16,1e-06,0.25645536864980256,0.26159407650216854,3.566551817196455
tree,20260890,2,u_ple,16,1e-06,0.37313594688668617,0.34612058176465055,11.105950093728575
tree,20260890,3,ple_local,16,1e-06,0.7263437267440878,0.8594585218583607,2.4103661504621114
tree,20260890,3,ple_whitened,16,1e-06,0.7263437267440878,0.8594585218465396,2.4103661503864644
tree,20260890,3,u_ple,16,0.01,0.4255310368268626,0.483303190589549,51.69938828473923
tree,20260890,4,ple_local,16,1e-06,0.5821865230600952,0.713175789128531,1.4942112443889384
tree,20260890,4,ple_whitened,16,1e-06,0.5821865230600952,0.7131757891123456,1.4942112450716247
tree,20260890,4,u_ple,16,1e-06,0.5287372797499217,0.5895858638245685,1.442213693016868
tree,20260890,5,ple_local,16,1e-06,0.7963943453532201,0.9328017170051536,2.3679764511786128
tree,20260890,5,ple_whitened,16,1e-06,0.7963943453532202,0.9328017169547865,2.3679764514648007
tree,20260890,5,u_ple,16,0.01,0.5703898151392417,0.6922342200238036,21.83559229163569
tree,20260890,6,ple_local,16,1e-06,0.22798838461320345,0.23442352835880292,1.990218789990638
tree,20260890,6,ple_whitened,16,1e-06,0.22798838461320334,0.23442352834432817,1.9902187925452548
tree,20260890,6,u_ple,16,1.0,0.4065206843768537,0.37601551975984243,2.497939918374847
tree,20260890,7,ple_local,16,1e-06,0.2712961306063956,0.28393240554112614,2.138249986224134
tree,20260890,7,ple_whitened,16,1e-06,0.2712961306063957,0.2839324055367635,2.1382499865017763
tree,20260890,7,u_ple,16,1e-06,0.40214148256655025,0.36460073084703454,2.3020404978434903
tree,20260891,0,ple_local,16,1e-06,0.2222708138611,0.2195536861564983,2.083885754507916
tree,20260891,0,ple_whitened,16,10.0,0.22232393381097637,0.21940058821470793,2.0811506649121374
tree,20260891,0,u_ple,16,0.1,0.3761304750094423,0.3851659256832902,25.467987918310634
tree,20260891,1,ple_local,16,10.0,0.2299699191635463,0.2209383646495322,2.0162573538845745
tree,20260891,1,ple_whitened,16,10.0,0.2299606419711866,0.22116346413881602,2.0151626843167842
tree,20260891,1,u_ple,16,0.1,0.4008779237416965,0.3918530904423207,1.8814900391528928
tree,20260891,2,ple_local,16,100.0,0.21362414114929962,0.22822159822705612,1.7922891561479177
tree,20260891,2,ple_whitened,16,100.0,0.21468540220070173,0.22837391151437117,1.7925640513642498
tree,20260891,2,u_ple,16,0.1,0.38452519197947377,0.38151838874449934,2.908680402753779
tree,20260891,3,ple_local,16,10.0,0.3435175516644574,0.33089618593023673,2.3620386751327307
tree,20260891,3,ple_whitened,16,10.0,0.3435216895593631,0.33099128368950864,2.3611581472051952
tree,20260891,3,u_ple,16,1e-06,0.4660126787196757,0.38708852436640884,4.505313540921018
tree,20260891,4,ple_local,16,100.0,0.7150327277106223,0.6102211476865987,1.534450200305368
tree,20260891,4,ple_whitened,16,100.0,0.713768815185122,0.6075693307898762,1.5403567171361658
tree,20260891,4,u_ple,16,0.0001,0.6684652486113742,0.6185064095230931,4178.602678050272
tree,20260891,5,ple_local,16,1e-06,0.32729289884846025,0.36396002552158024,3.0271654386420552
tree,20260891,5,ple_whitened,16,10.0,0.3273388456486208,0.3636835288821885,3.011802173126947
tree,20260891,5,u_ple,16,1.0,0.36281890784812465,0.37748219796365745,6.5662348925601846
tree,20260891,6,ple_local,16,1e-06,0.2784248605896641,0.269668868038168,3.6125643409145414
tree,20260891,6,ple_whitened,16,10.0,0.27847414514259144,0.26960863338939967,3.591942797744996
tree,20260891,6,u_ple,16,0.1,0.3212734858932527,0.31248632262324494,2.4434224141798366
tree,20260891,7,ple_local,16,1e-06,0.24414801269666364,0.260909507359546,3.886981761353603
tree,20260891,7,ple_whitened,16,1e-06,0.2441480126966636,0.2609095073537459,3.886981762024719
tree,20260891,7,u_ple,16,1e-06,0.31055269234337746,0.3046092047634747,11.876314382652465
nominal,20260880,0,ple_local,16,1e-06,0.008629527115199365,0.00910226323273361,0.008708407897977536
nominal,20260880,0,ple_whitened,16,1e-06,0.00862952711519936,0.00910226322691312,0.008708407897310285
nominal,20260880,0,u_ple,16,1e-06,0.008629527115199754,0.009102263688823524,0.008708408030586964
nominal,20260880,1,ple_local,16,1e-06,0.008629527115199364,0.009102263217137172,0.008708407896394887
nominal,20260880,1,ple_whitened,16,1e-06,0.00862952711519936,0.009102263226913123,0.008708407897310283
