dataset,split_seed,problem_type,model,model_family,transform,matched_normalized_loss_gap,matched_excess_disagreement,matched_disagreement,context_only_disagreement,query_only_disagreement
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,empirical_cdf,8.406343015979113e-05,0.05353586671643884,0.05353586671643884,2.9458574626371887,3.4382770472483695
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,monotone_spline,0.006580176672538446,0.053272271596027675,0.053272271596027675,1.269276413487442,1.7365008837666
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,negative_affine,-0.0004968362905523035,0.03476703081307193,0.03476703081307193,1.1795911421081848,1.0972900580167944
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,positive_affine,-0.0005874216441862396,0.017500317202491514,0.017500317202491514,1.209812746606935,0.9031211418002983
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,quantile_gaussian,0.0021298619960903454,0.06183958953230328,0.06183958953230328,1.4727621556748915,1.7174218763049884
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,random_monotone_pwl,0.008516436888844006,0.052677301118510066,0.052677301118510066,1.4041577086246473,1.726789407108269
airfoil_self_noise,20260831,regression,tabpfn_v25_single,TFM,signed_power,0.03911906946211919,0.13214756481414963,0.13214756481414963,1.6707997680153097,1.7499476110135757
airfoil_self_noise,20260831,regression,xgboost,tree,asinh,0.0,0.0,0.0,1.8881125865667352,1.2698892962259247
airfoil_self_noise,20260831,regression,xgboost,tree,atomic_spacing,0.0,0.0,0.0,1.6224830059979016,1.37034821089423
airfoil_self_noise,20260831,regression,xgboost,tree,categorical_bijection,9.061120122686918e-05,0.05905378584429696,0.05905378584429696,0.1906381424921043,0.17718631542043903
airfoil_self_noise,20260831,regression,xgboost,tree,composition,0.0,0.0,0.0,1.9506767762516593,1.25527822495222
airfoil_self_noise,20260831,regression,xgboost,tree,empirical_cdf,0.0,0.0,0.0,0.7209145802811115,1.1494702994088317
airfoil_self_noise,20260831,regression,xgboost,tree,monotone_spline,0.0,0.0,0.0,1.8556766565720544,1.2770660857405745
airfoil_self_noise,20260831,regression,xgboost,tree,negative_affine,-0.0014739973740098458,0.03606530792861514,0.03606530792861514,0.997074137677428,0.8627851921417209
airfoil_self_noise,20260831,regression,xgboost,tree,positive_affine,0.0,0.0,0.0,0.7914969651061359,0.6918665347915255
airfoil_self_noise,20260831,regression,xgboost,tree,quantile_gaussian,0.0,0.0,0.0,1.8870202217671812,1.2848083042536593
airfoil_self_noise,20260831,regression,xgboost,tree,random_monotone_pwl,0.0,0.0,0.0,1.8555522723258644,1.2745666774706732
airfoil_self_noise,20260831,regression,xgboost,tree,signed_power,0.0,0.0,0.0,2.046698285290334,1.3050048491318338
airfoil_self_noise,20260841,regression,catboost,tree,asinh,0.0,0.0,0.0,1.728822498908851,1.13275189012888
airfoil_self_noise,20260841,regression,catboost,tree,atomic_spacing,0.0,0.0,0.0,1.4082849770462769,1.3400336274973628
airfoil_self_noise,20260841,regression,catboost,tree,categorical_bijection,0.0,0.0,0.0,0.09353058050442421,0.0895951284292976
airfoil_self_noise,20260841,regression,catboost,tree,composition,0.0,0.0,0.0,1.7695545094665999,1.1409724710701117
airfoil_self_noise,20260841,regression,catboost,tree,empirical_cdf,0.0,0.0,0.0,0.7303150697658408,0.8723517267739429
airfoil_self_noise,20260841,regression,catboost,tree,monotone_spline,0.0,0.0,0.0,1.615260849531495,1.1294014522014786
airfoil_self_noise,20260841,regression,catboost,tree,negative_affine,-0.003721975181580017,0.04967004786769271,0.04967004786769271,0.775771566923281,0.7574170214908097
airfoil_self_noise,20260841,regression,catboost,tree,positive_affine,0.0,0.0,0.0,0.811473354712716,0.6536967704237012
airfoil_self_noise,20260841,regression,catboost,tree,quantile_gaussian,0.0,0.0,0.0,1.8590495791971557,1.125501054251958
airfoil_self_noise,20260841,regression,catboost,tree,random_monotone_pwl,0.0,0.0,0.0,1.6006616303007775,1.128753137560783
airfoil_self_noise,20260841,regression,catboost,tree,signed_power,0.0,0.0,0.0,1.770063407403347,1.1501651022010184
airfoil_self_noise,20260841,regression,lightgbm,tree,asinh,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.065526615821911,1.0988636093320312
airfoil_self_noise,20260841,regression,lightgbm,tree,atomic_spacing,0.0,0.0,0.0,1.6685394448351125,1.2853035132264783
airfoil_self_noise,20260841,regression,lightgbm,tree,categorical_bijection,-0.0015834989719977503,0.06033017331313695,0.06033017331313695,0.11555114879439918,0.12214086682846392
airfoil_self_noise,20260841,regression,lightgbm,tree,composition,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.0657516884646085,1.0889924615243876
airfoil_self_noise,20260841,regression,lightgbm,tree,empirical_cdf,0.0,0.0,0.0,0.8008330480079449,1.0187808470316055
airfoil_self_noise,20260841,regression,lightgbm,tree,monotone_spline,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.0656054820093996,1.102501690323167
airfoil_self_noise,20260841,regression,lightgbm,tree,negative_affine,-0.00029924728834692245,0.02261325756409276,0.02261325756409276,0.9220489759528218,0.8559658690641415
airfoil_self_noise,20260841,regression,lightgbm,tree,positive_affine,0.0,0.0,0.0,0.7814050449047247,0.7844732755093262
airfoil_self_noise,20260841,regression,lightgbm,tree,quantile_gaussian,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.0801918485864994,1.1035696793719296
airfoil_self_noise,20260841,regression,lightgbm,tree,random_monotone_pwl,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.065646583365853,1.1011879103201982
airfoil_self_noise,20260841,regression,lightgbm,tree,signed_power,-0.0008164936418728372,0.020004828883274334,0.020004828883274334,2.08224820098854,1.0999221909210934
airfoil_self_noise,20260841,regression,linear,linear,asinh,-0.02286301302664687,0.11804031699976314,0.11804031699976314,2695.812229946967,23.25577048156214
airfoil_self_noise,20260841,regression,linear,linear,atomic_spacing,0.09050699523706147,0.26683661247017937,0.26683661247017937,1.8218970898730797,1.2881032112053679
airfoil_self_noise,20260841,regression,linear,linear,categorical_bijection,-4.2969572895322653e-07,1.7983832543816755e-05,1.7983832543816755e-05,0.4482894104842376,0.3579491230775747
airfoil_self_noise,20260841,regression,linear,linear,composition,0.05677192627509039,0.10472335775288573,0.10472335775288573,927.3333283422211,26.32068100046745
airfoil_self_noise,20260841,regression,linear,linear,empirical_cdf,0.0487148257472859,0.24666850288745848,0.24666850288745848,5282.767320268031,24.777427544531957
airfoil_self_noise,20260841,regression,linear,linear,monotone_spline,0.006976081239900546,0.08885171753214242,0.08885171753214242,1440.4898772119989,26.251042479578626
airfoil_self_noise,20260841,regression,linear,linear,negative_affine,-1.0894492849232822e-06,2.5771843355431342e-05,2.5771843355431342e-05,1.3130467964414174,1.433605953725933
airfoil_self_noise,20260841,regression,linear,linear,positive_affine,-2.2188260156340595e-06,2.1968109053095375e-05,2.1968109053095375e-05,1.6299978787788352,1.485811085254739
airfoil_self_noise,20260841,regression,linear,linear,quantile_gaussian,0.05541957018648686,0.2287620206316288,0.2287620206316288,1555.0605996986521,37.02929967991649
airfoil_self_noise,20260841,regression,linear,linear,random_monotone_pwl,-0.0035338418183875047,0.06851255718967643,0.06851255718967643,1840.6998939315965,31.044363425365976
airfoil_self_noise,20260841,regression,linear,linear,signed_power,0.16119806767402198,0.26537752080727045,0.26537752080727045,839.0636538825426,89.76788251602215
airfoil_self_noise,20260841,regression,mitra_default,TFM,asinh,3.7198257415737555e-05,2.133666989673124e-05,0.004286467353988407,2.4377826473550566,1.2698882152816333
airfoil_self_noise,20260841,regression,mitra_default,TFM,atomic_spacing,-4.219062644447395e-05,0.0004327400356343841,0.00469787071972606,2.058694896454038,1.4225262528361247
airfoil_self_noise,20260841,regression,mitra_default,TFM,categorical_bijection,3.5692914532946554e-05,0.0009836546687575064,0.005248785352849182,0.23723003166225126,0.2027943077808045
airfoil_self_noise,20260841,regression,mitra_default,TFM,composition,-0.00011530725617716637,0.00020881760310152218,0.004473948287193197,2.4695358282525137,1.2562726687219292
airfoil_self_noise,20260841,regression,mitra_default,TFM,empirical_cdf,0.00016007181955950966,0.0005917863507915186,0.004856917034883194,0.7547227195806591,1.3358274041584568
airfoil_self_noise,20260841,regression,mitra_default,TFM,monotone_spline,-0.00011366215009137033,5.9547303082038996e-05,0.004324677987173714,2.4254812276012068,1.2425877885068295
airfoil_self_noise,20260841,regression,mitra_default,TFM,negative_affine,0.003133405675104875,0.05778651206430722,0.062051642748398896,0.9131026774751584,0.9073589385305216
airfoil_self_noise,20260841,regression,mitra_default,TFM,positive_affine,-8.255987477883042e-05,-0.0005189210730087378,0.0037462096110829376,1.1342308694057555,0.8718071791493506
airfoil_self_noise,20260841,regression,mitra_default,TFM,quantile_gaussian,-1.0048341503434416e-05,5.3406282092618995e-06,0.004270471312300937,2.412294121550238,1.2801326108230977
airfoil_self_noise,20260841,regression,mitra_default,TFM,random_monotone_pwl,7.241818687055521e-05,0.0007215371088035277,0.004986667792895204,2.425207575229434,1.2407501671659
airfoil_self_noise,20260841,regression,mitra_default,TFM,signed_power,3.980262875548536e-05,-0.0002932007101994266,0.003971929973892249,2.583143225049843,1.2748722566934225
airfoil_self_noise,20260841,regression,random_forest,tree,asinh,-0.0002468307103023876,0.001664115111109495,0.001664115111110448,1.8559393755339961,1.0253897500423614
airfoil_self_noise,20260841,regression,random_forest,tree,atomic_spacing,-0.00024967100910891954,0.01946960624092345,0.019469606240924402,1.7191250558076072,1.0921182478399267
airfoil_self_noise,20260841,regression,random_forest,tree,categorical_bijection,7.370146219945268e-05,0.0027213365430084962,0.0027213365430094495,0.08439442749854892,0.0690932120261527
airfoil_self_noise,20260841,regression,random_forest,tree,composition,-0.0003197327248879165,0.003350280560110686,0.0033502805601116395,1.8731527715832872,1.0079306339790557
airfoil_self_noise,20260841,regression,random_forest,tree,empirical_cdf,-0.00016066440186079156,0.013665341069881846,0.013665341069882798,0.7189494250778018,1.1184459793564892
airfoil_self_noise,20260841,regression,random_forest,tree,monotone_spline,-0.00025761487696708026,0.0044530018986861965,0.00445300189868715,1.8167815537562675,1.026189438068408
airfoil_self_noise,20260841,regression,random_forest,tree,negative_affine,0.00010624876575344052,0.002719737793995045,0.0027197377939959977,0.83693584788023,0.7760981327984561
airfoil_self_noise,20260841,regression,random_forest,tree,positive_affine,0.0,7.564264309837983e-17,1.0287399461379662e-15,0.6571638284715453,0.7746909034471353
airfoil_self_noise,20260841,regression,random_forest,tree,quantile_gaussian,0.0008427381688109528,0.017808710349383798,0.017808710349384752,1.9060266853694015,1.0343966667381261
airfoil_self_noise,20260841,regression,random_forest,tree,random_monotone_pwl,-0.0002517744440873564,0.003787591306924505,0.0037875913069254584,1.811428228904722,1.0253637959203104
airfoil_self_noise,20260841,regression,random_forest,tree,signed_power,-0.00020554891701274707,0.009347957928754811,0.009347957928755764,1.8882158694319056,1.0115042894548598
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,asinh,-0.004689673016761032,0.03964140025636565,0.06524715628379683,2.1118252667635367,1.567284102279188
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,atomic_spacing,0.015387177327631693,0.10120681989658631,0.12681257592401748,1.9286024534223138,2.244283588155982
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,categorical_bijection,0.0006333946219858983,0.03803967105955485,0.06364542708698603,0.4072920455890101,0.38818074820159665
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,composition,0.008195811079202591,0.07199105319887854,0.09759680922630971,2.0839276288355837,1.548155682836259
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,empirical_cdf,-0.0038405288059774087,0.06675060920879444,0.09235636523622563,1.0926089311799105,1.0262722837879452
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,monotone_spline,0.01277943474098809,0.07900245851126468,0.10460821453869586,1.177961687549659,1.5509233509889189
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,negative_affine,-0.005397880284487965,0.03844704144986336,0.06405279747729455,1.32745066536153,1.0417034999567023
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,positive_affine,7.856281578506846e-05,0.0012919757141524636,0.026897731741583646,1.3118201299777927,0.7753781644020048
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,quantile_gaussian,-0.009809007076961003,0.06280203977621074,0.08840779580364193,1.942596179663682,1.4728200710047288
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,random_monotone_pwl,0.005433216947014655,0.06925655925952072,0.09486231528695192,1.7488049645475658,1.434327008446746
airfoil_self_noise,20260841,regression,realmlp_default,trained neural,signed_power,0.01821293688709166,0.08861183320115425,0.11421758922858542,1.7790612263537071,1.4703668375987735
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,asinh,-0.0011612958710245406,0.025509918590814366,0.029073747926741677,1.4094453967116116,0.8105030464031451
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,atomic_spacing,0.005076333373346602,0.06267501064899915,0.06623883998492645,1.574026388809903,0.8913548678106805
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,categorical_bijection,-0.0008270094049306795,0.0178270191776273,0.02139084851355461,0.16366726399581763,0.19129369798600057
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,composition,0.003350888414824501,0.042260880559020546,0.04582470989494786,1.769606909305729,0.8019465263924891
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,empirical_cdf,-0.0035307336636028384,0.04419508508998747,0.04775891442591478,0.8056208690016552,1.102688065548256
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,monotone_spline,-0.0006819544387004593,0.03309337215454642,0.03665720149047374,1.4823178891049604,0.818625200488036
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,negative_affine,0.000852011822103879,0.031169955205238183,0.03473378454116549,0.8867053809821887,0.876276637410256
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,positive_affine,4.308623705017464e-05,0.000815267976599519,0.004379097312526827,0.6640973071032737,0.671190230648231
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,quantile_gaussian,-0.003170052222724712,0.04343724086514553,0.04700107020107284,1.6280131491210057,0.8106421670729469
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,random_monotone_pwl,0.0006406833648132199,0.036263589143221094,0.03982741847914841,1.4243306755975509,0.8184844000271135
airfoil_self_noise,20260841,regression,tabicl_v2_single,TFM,signed_power,0.007161419629014408,0.06440106432472477,0.06796489366065209,1.6711073279069009,0.8226025412352612
airfoil_self_noise,20260841,regression,tabm_default,trained neural,asinh,-0.005448364512806014,0.04085465542082887,0.04085465542082887,2.6292487015088484,2.031411723164561
airfoil_self_noise,20260841,regression,tabm_default,trained neural,atomic_spacing,-0.0011026220776128085,0.025508824326884307,0.025508824326884307,1.3562873102178064,2.0076013773577124
airfoil_self_noise,20260841,regression,tabm_default,trained neural,categorical_bijection,0.0006029192454509502,0.021661328848995676,0.021661328848995676,0.6856978024091293,0.6258665740173556
airfoil_self_noise,20260841,regression,tabm_default,trained neural,composition,-0.004589199402667751,0.0434131102042155,0.0434131102042155,2.74220800461865,1.998495056913846
airfoil_self_noise,20260841,regression,tabm_default,trained neural,empirical_cdf,-0.008668121976611204,0.054281578050996204,0.054281578050996204,1.0687949968962065,1.4610900046963151
airfoil_self_noise,20260841,regression,tabm_default,trained neural,monotone_spline,-0.005139425753271772,0.038784445401923114,0.038784445401923114,2.6446853793984495,1.9737328978941913
airfoil_self_noise,20260841,regression,tabm_default,trained neural,negative_affine,-0.003380245610461573,0.03447058822304564,0.03447058822304564,1.2176258857096043,1.1042782318751987
airfoil_self_noise,20260841,regression,tabm_default,trained neural,positive_affine,-0.0029558130618943072,0.03615855457332977,0.03615855457332977,1.1991913189410701,1.2614347281205482
airfoil_self_noise,20260841,regression,tabm_default,trained neural,quantile_gaussian,-0.004794547651674674,0.04330733357275217,0.04330733357275217,2.8734506600694854,1.9927843312179114
airfoil_self_noise,20260841,regression,tabm_default,trained neural,random_monotone_pwl,-0.004528045789169423,0.03973799673705811,0.03973799673705811,2.634980546793981,1.9705492691578612
airfoil_self_noise,20260841,regression,tabm_default,trained neural,signed_power,-0.0034017348879404265,0.044012774959955564,0.044012774959955564,2.8572083831548127,2.085899476193419
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,asinh,0.0011001156713285633,0.01165543854210111,0.01165543854210111,8.129528038597906,2.205453341680117
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,atomic_spacing,0.006113071205042973,0.04224194654420371,0.04224194654420371,2.427482205121369,1.7972757788806544
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,categorical_bijection,-0.00020975100232770407,0.017572206309346795,0.017572206309346795,0.05005516082987146,0.1374652537423987
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,composition,0.0026311311852028657,0.027662696065668218,0.027662696065668218,4.564307636262828,2.157273089862206
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,empirical_cdf,0.0022931685442936557,0.025071146074539905,0.025071146074539905,7.559129590963114,3.711356955661634
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,monotone_spline,0.003239589240951048,0.02541472205911745,0.02541472205911745,4.152088596445227,2.232325293981178
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,negative_affine,0.0004466986309144097,0.016232045325415778,0.016232045325415778,1.0104902629950188,0.8782910621198203
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,positive_affine,0.0003168323385909079,0.007009196848543481,0.007009196848543481,1.3797837787470915,0.9130340253350172
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,quantile_gaussian,0.0021908675815940563,0.02939171651094241,0.02939171651094241,4.43944636772768,2.439706790860173
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,random_monotone_pwl,0.0031722540536176375,0.02492080292331234,0.02492080292331234,4.070826909696088,2.244352258755366
airfoil_self_noise,20260841,regression,tabpfn_v25_default,TFM,signed_power,0.020925950574787605,0.07399504548262116,0.07399504548262116,3.9157299230156117,2.1697322866736584
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,asinh,-0.0014337691760350126,0.02993141383122783,0.02993141383122783,1.896719468604225,1.7795768941697148
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,atomic_spacing,0.009833498389317944,0.0902178611864946,0.0902178611864946,2.2107370917928475,1.5988328404141543
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,categorical_bijection,-0.00048279157591779777,0.0471078517537297,0.0471078517537297,0.11104886522349144,0.27609617545895804
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,composition,0.003468836332549081,0.06092350463053863,0.06092350463053863,1.0672176420223345,1.6625533944053859
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,empirical_cdf,-0.0035708680678367623,0.05705051767631976,0.05705051767631976,2.388317192888466,3.842220120824546
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,monotone_spline,0.007398305994589756,0.060118855148931144,0.060118855148931144,1.3108040483258934,1.9009834326641535
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,negative_affine,-0.001350689114128706,0.03389263006043373,0.03389263006043373,1.1227335328039352,0.9832752035741542
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,positive_affine,-0.0005422349395478428,0.017921668577359186,0.017921668577359186,1.248565262817623,0.9659440284622008
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,quantile_gaussian,-0.0027591353027211643,0.06306607414396664,0.06306607414396664,1.5678710102212172,1.8132106362993647
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,random_monotone_pwl,0.008837084263569274,0.057416505397111295,0.057416505397111295,1.4763974509018196,1.8884020061286917
airfoil_self_noise,20260841,regression,tabpfn_v25_single,TFM,signed_power,0.07641150602824708,0.1634270774933877,0.1634270774933877,1.63980532856729,1.8771441198746872
airfoil_self_noise,20260841,regression,xgboost,tree,asinh,0.0,0.0,0.0,1.915645008413368,1.2716822329369177
airfoil_self_noise,20260841,regression,xgboost,tree,atomic_spacing,0.0,0.0,0.0,1.6188338821786867,1.4235442350516918
airfoil_self_noise,20260841,regression,xgboost,tree,categorical_bijection,-0.0003286650722166911,0.05491708622658839,0.05491708622658839,0.1742736829510286,0.18478217857515425
airfoil_self_noise,20260841,regression,xgboost,tree,composition,0.0,0.0,0.0,1.972074076473629,1.265098741675654
airfoil_self_noise,20260841,regression,xgboost,tree,empirical_cdf,0.0,0.0,0.0,0.7117817717099794,1.1305310043087307
airfoil_self_noise,20260841,regression,xgboost,tree,monotone_spline,0.0,0.0,0.0,1.8827652850150232,1.273695053907443
airfoil_self_noise,20260841,regression,xgboost,tree,negative_affine,-0.0004739100825589795,0.033656667771191306,0.033656667771191306,0.8680886222227783,0.7400233614526991
airfoil_self_noise,20260841,regression,xgboost,tree,positive_affine,0.0,0.0,0.0,0.8112647183366332,0.6904232940634678
airfoil_self_noise,20260841,regression,xgboost,tree,quantile_gaussian,0.0,0.0,0.0,1.91038428805231,1.2728383183488081
airfoil_self_noise,20260841,regression,xgboost,tree,random_monotone_pwl,0.0,0.0,0.0,1.8828139465332734,1.2745295704443615
airfoil_self_noise,20260841,regression,xgboost,tree,signed_power,0.0,0.0,0.0,2.0516463732956574,1.300381176270001
anneal,20260831,multiclass,catboost,tree,asinh,4.856092207447538e-06,5.8357333916411505e-08,5.8357333916411505e-08,0.09858312777543232,0.03589733291845191
anneal,20260831,multiclass,catboost,tree,atomic_spacing,0.0,0.0,0.0,0.10944731004614779,0.035686828711754874
anneal,20260831,multiclass,catboost,tree,categorical_bijection,0.0,0.0,0.0,0.20507391614509374,0.24357384832802495
anneal,20260831,multiclass,catboost,tree,composition,0.0,0.0,0.0,0.09866643080542535,0.03623653139917649
anneal,20260831,multiclass,catboost,tree,empirical_cdf,0.0,0.0,0.0,0.09893940899853172,0.03589246494977321
anneal,20260831,multiclass,catboost,tree,monotone_spline,-0.0016046478804933133,3.556896992358191e-05,3.556896992358191e-05,0.09923608694705248,0.03611687560817565
anneal,20260831,multiclass,catboost,tree,negative_affine,-0.0038373546638827416,0.00030756847779361124,0.00030756847779361124,0.040806821292327926,0.03779445896605562
anneal,20260831,multiclass,catboost,tree,positive_affine,0.0,0.0,0.0,0.06308711377401992,0.04612326202483861
anneal,20260831,multiclass,catboost,tree,quantile_gaussian,0.0,0.0,0.0,0.0981073312904237,0.035781887870808264
anneal,20260831,multiclass,catboost,tree,random_monotone_pwl,0.0,0.0,0.0,0.09789563036667072,0.03606100544663164
anneal,20260831,multiclass,catboost,tree,signed_power,-0.0002752061648239462,4.3562180370692285e-07,4.3562180370692285e-07,0.09757805705092903,0.03531793136171824
anneal,20260831,multiclass,lightgbm,tree,asinh,8.197982431790152e-08,4.625873210201436e-09,4.625873210201436e-09,0.145251287015552,0.08530474302739754
anneal,20260831,multiclass,lightgbm,tree,atomic_spacing,0.0023090466213119276,0.00035327197302830317,0.00035327197302830317,0.20352907979541368,0.09635458704002929
anneal,20260831,multiclass,lightgbm,tree,categorical_bijection,0.008519226666164906,0.0015085552662349076,0.0015085552662349076,0.1506034170081257,0.22494736927101755
anneal,20260831,multiclass,lightgbm,tree,composition,1.8033794776939338e-08,4.297886531680507e-10,4.297886531680507e-10,0.14810514664762195,0.08958068308403373
anneal,20260831,multiclass,lightgbm,tree,empirical_cdf,0.0,0.0,0.0,0.1476176507645296,0.12812105392957426
anneal,20260831,multiclass,lightgbm,tree,monotone_spline,1.8652036234967362e-08,4.311947414346714e-10,4.311947414346714e-10,0.14925821768457656,0.09079305878479221
anneal,20260831,multiclass,lightgbm,tree,negative_affine,0.015817331118288248,0.003730156859316262,0.003730156859316262,0.10536891801767566,0.10270460696744936
anneal,20260831,multiclass,lightgbm,tree,positive_affine,0.001204307797029287,7.549944787497807e-05,7.549944787497807e-05,0.1501623067148353,0.0700591492133178
anneal,20260831,multiclass,lightgbm,tree,quantile_gaussian,-1.3721551672674082e-11,2.2178937538855335e-17,2.2178937538855335e-17,0.14235204672319568,0.07629953772177728
anneal,20260831,multiclass,lightgbm,tree,random_monotone_pwl,1.8033794776939338e-08,4.297886531680507e-10,4.297886531680507e-10,0.14695959932996464,0.09018185069619851
anneal,20260831,multiclass,lightgbm,tree,signed_power,3.935703927574844e-08,1.828510942081795e-09,1.828510942081795e-09,0.13476799565397413,0.07623927657009118
anneal,20260831,multiclass,linear,linear,asinh,0.0243338210050405,0.0016343308483405146,0.0016343308483405146,0.5999428649171693,0.03428087359670584
anneal,20260831,multiclass,linear,linear,atomic_spacing,-0.027605806065270463,0.005873896158922803,0.005873896158922803,0.2881133435807763,0.04639396702690656
anneal,20260831,multiclass,linear,linear,categorical_bijection,-6.829038987077318e-08,2.0222494625486566e-13,2.0222494625486566e-13,0.13120797747470098,0.16211963817824188
anneal,20260831,multiclass,linear,linear,composition,0.02334896828893418,0.0017465236500256176,0.0017465236500256176,0.6091968316300824,0.03414594283212357
anneal,20260831,multiclass,linear,linear,empirical_cdf,0.04187738916008671,0.004592426702783231,0.004592426702783231,0.5698774424596827,0.03445488118879886
anneal,20260831,multiclass,linear,linear,monotone_spline,0.018125859201538346,0.001372972820337945,0.001372972820337945,0.5928791687986164,0.034105666460694926
anneal,20260831,multiclass,linear,linear,negative_affine,-4.488458349901266e-08,1.368926704274752e-13,1.368926704274752e-13,0.06280691877869632,0.051471408456436184
anneal,20260831,multiclass,linear,linear,positive_affine,-3.469687568276777e-08,5.4133684150759894e-14,5.4133684150759894e-14,0.07258938285128817,0.08010266629236161
anneal,20260831,multiclass,linear,linear,quantile_gaussian,0.0022212466480664855,0.0010977103048113261,0.0010977103048113261,0.5662392179556025,0.03436520403731159
anneal,20260831,multiclass,linear,linear,random_monotone_pwl,0.022239583515525064,0.0021286793714393655,0.0021286793714393655,0.6025417956132852,0.03406877604077132
anneal,20260831,multiclass,linear,linear,signed_power,-0.006615562309175811,0.004166194081056426,0.004166194081056426,0.5904328895085419,0.039831801905976294
anneal,20260831,multiclass,random_forest,tree,asinh,0.003374389743282561,3.35526075391893e-05,3.355260753919094e-05,0.07724517208571463,0.021946056075374348
anneal,20260831,multiclass,random_forest,tree,atomic_spacing,-0.0002219944718368505,1.6021376727270898e-05,1.602137672727254e-05,0.06393904762477216,0.021803882347748983
anneal,20260831,multiclass,random_forest,tree,categorical_bijection,0.0013093228693992764,0.0006233947223564511,0.0006233947223564527,0.22888046721772867,0.25706831102186195
anneal,20260831,multiclass,random_forest,tree,composition,0.0033262680819343463,3.266324738366517e-05,3.2663247383666804e-05,0.07717210657991865,0.021317030402812246
anneal,20260831,multiclass,random_forest,tree,empirical_cdf,0.0031642641627843138,0.0001666949245635233,0.00016669492456352494,0.0721335070815131,0.02130221997238578
anneal,20260831,multiclass,random_forest,tree,monotone_spline,0.0033794824047260565,4.249453753627389e-05,4.2494537536275525e-05,0.07703836657550316,0.021064055031161637
anneal,20260831,multiclass,random_forest,tree,negative_affine,0.00027707752425546367,0.00045914578513099944,0.00045914578513100106,0.028770463676110625,0.025594188276091546
anneal,20260831,multiclass,random_forest,tree,positive_affine,9.25185853854297e-18,-8.313153857226951e-19,8.118443860732084e-19,0.054542821669835706,0.020526364152841193
anneal,20260831,multiclass,random_forest,tree,quantile_gaussian,0.0026810989560291654,0.00017629764519852813,0.00017629764519852979,0.07725566561583244,0.021168913333963132
anneal,20260831,multiclass,random_forest,tree,random_monotone_pwl,-2.6666099595752207e-05,4.03225494574283e-06,4.032254945744473e-06,0.0770716690732232,0.020660284105539207
anneal,20260831,multiclass,random_forest,tree,signed_power,0.00019723549486772943,0.00012388200047171977,0.0001238820004717214,0.07754184907693519,0.01969972199057458
