dataset,column,raw_dtype,semantic_type,ordinal_levels_order,cardinality,missing_rate,entropy,gini,min_frequency,median_frequency,max_frequency,categorical_covariance_condition,split_fingerprint
microsoft,126,float32,numerical,,254,0.0,3.534196478030119,0.9266193314,2,37.5,21811,nan,5804b08550f8982f
microsoft,127,float32,numerical,,251,0.0,3.8277990012269254,0.9506790871999999,1,78.0,11904,nan,5804b08550f8982f
microsoft,128,float32,numerical,,1070,0.0,0.34128774702298237,0.06941134440000007,1,1.0,96465,nan,5804b08550f8982f
microsoft,129,float32,numerical,,1567,0.0,1.6512196714671352,0.4412477654,1,1.0,74465,nan,5804b08550f8982f
microsoft,130,float32,numerical,,12531,0.0,2.6703154737012316,0.4417850645999999,1,1.0,74708,nan,5804b08550f8982f
microsoft,0,float32,binary,,2,0.0,0.612457200174686,0.42150485579999997,30189,50000.0,69811,nan,5804b08550f8982f
microsoft,1,float32,binary,,2,0.0,0.23743207786779513,0.11954635499999999,6385,50000.0,93615,nan,5804b08550f8982f
microsoft,2,float32,binary,,2,0.0,0.6676395467312704,0.474709995,38755,50000.0,61245,nan,5804b08550f8982f
microsoft,3,float32,binary,,2,0.0,0.48999976771533876,0.31103507120000007,19262,50000.0,80738,nan,5804b08550f8982f
microsoft,4,float32,binary,,2,0.0,0.5817110731403445,0.39276919499999996,26845,50000.0,73155,nan,5804b08550f8982f
otto,0,float32,numerical,,36,0.0,0.698378332817228,0.29859153865137966,1,3.0,32917,nan,aaf498fa4e16551a
otto,1,float32,numerical,,33,0.0,0.5089165260865172,0.20393749996560628,1,8.0,35228,nan,aaf498fa4e16551a
otto,2,float32,numerical,,46,0.0,0.9569431565117124,0.35637147167576777,1,18.0,31552,nan,aaf498fa4e16551a
otto,3,float32,numerical,,55,0.0,0.9561064763712891,0.3746542412824182,1,8.0,31029,nan,aaf498fa4e16551a
otto,4,float32,numerical,,13,0.0,0.2339944318675322,0.09385865619616018,2,13.0,37664,nan,aaf498fa4e16551a
otto,5,float32,numerical,,9,0.0,0.11032645423344,0.03770188116857309,1,10.0,38843,nan,aaf498fa4e16551a
otto,6,float32,numerical,,27,0.0,0.41896007726032086,0.16390912804379,1,9.0,36142,nan,aaf498fa4e16551a
otto,7,float32,numerical,,52,0.0,0.9836619241650869,0.4357171569007351,1,4.0,29054,nan,aaf498fa4e16551a
otto,8,float32,numerical,,37,0.0,0.9243757759546188,0.3451420622918099,1,70.0,31819,nan,aaf498fa4e16551a
otto,9,float32,numerical,,25,0.0,0.550747360804826,0.22845157407846228,1,15.0,34645,nan,aaf498fa4e16551a
otto,10,float32,numerical,,27,0.0,1.1861343757166198,0.4554772368555273,1,122.0,28834,nan,aaf498fa4e16551a
otto,11,float32,numerical,,17,0.0,0.4087996053865612,0.1912940843518679,1,6.0,35451,nan,aaf498fa4e16551a
otto,12,float32,numerical,,48,0.0,0.7472026508248268,0.3205290007286331,1,4.0,32319,nan,aaf498fa4e16551a
otto,13,float32,numerical,,31,0.0,1.6340293727948165,0.6506356322105482,1,104.0,22176,nan,aaf498fa4e16551a
otto,14,float32,numerical,,37,0.0,1.2068587694836652,0.47910549457053153,1,95.0,27994,nan,aaf498fa4e16551a
otto,15,float32,numerical,,27,0.0,1.603981110218496,0.6860897759180553,1,61.0,20328,nan,aaf498fa4e16551a
otto,16,float32,numerical,,40,0.0,0.6701511466078968,0.287931453130408,1,3.5,33163,nan,aaf498fa4e16551a
otto,17,float32,numerical,,27,0.0,0.9947740630639007,0.46376257240364693,1,8.0,28134,nan,aaf498fa4e16551a
otto,18,float32,numerical,,93,0.0,0.4737017471585271,0.172199443699533,1,4.0,35961,nan,aaf498fa4e16551a
otto,19,float32,numerical,,26,0.0,0.8124991429376611,0.3535593687789724,1,24.0,31458,nan,aaf498fa4e16551a
otto,20,float32,numerical,,15,0.0,0.5030714873750087,0.2174471839388742,1,16.0,34899,nan,aaf498fa4e16551a
otto,21,float32,numerical,,21,0.0,1.1462481292850482,0.5284228550539849,1,34.0,26130,nan,aaf498fa4e16551a
otto,22,float32,numerical,,24,0.0,0.35863472243860967,0.13778839341741456,1,4.5,36728,nan,aaf498fa4e16551a
otto,23,float32,numerical,,62,0.0,2.083441963197155,0.8024904116652036,1,17.0,14170,nan,aaf498fa4e16551a
otto,24,float32,numerical,,27,0.0,1.6807170863779317,0.7267256699572835,1,74.0,17482,nan,aaf498fa4e16551a
otto,25,float32,numerical,,31,0.0,0.8606559682810795,0.35400704283249207,1,20.0,31545,nan,aaf498fa4e16551a
otto,26,float32,numerical,,54,0.0,0.7630451650534054,0.2672864928594526,1,9.5,33819,nan,aaf498fa4e16551a
otto,27,float32,numerical,,19,0.0,0.5460136680352395,0.23317790026344343,1,14.0,34529,nan,aaf498fa4e16551a
otto,28,float32,numerical,,45,0.0,0.5046145291478127,0.21707130250470008,1,3.0,34873,nan,aaf498fa4e16551a
otto,29,float32,numerical,,41,0.0,0.3472258012140595,0.1499340456800632,1,1.0,36423,nan,aaf498fa4e16551a
otto,30,float32,numerical,,29,0.0,0.35277923089349955,0.13752841649569258,1,8.0,36727,nan,aaf498fa4e16551a
otto,31,float32,numerical,,33,0.0,1.255798569350209,0.5181323164743412,1,11.0,26860,nan,aaf498fa4e16551a
otto,32,float32,numerical,,18,0.0,1.130995100009045,0.5398998172345777,1,61.0,25463,nan,aaf498fa4e16551a
otto,33,float32,numerical,,47,0.0,1.016815637928428,0.41871458230433567,1,30.0,29590,nan,aaf498fa4e16551a
otto,34,float32,numerical,,74,0.0,0.8885619698814932,0.37707487583713306,1,4.0,30825,nan,aaf498fa4e16551a
otto,35,float32,numerical,,54,0.0,0.97262832939158,0.415798624077374,1,7.5,29730,nan,aaf498fa4e16551a
otto,36,float32,numerical,,17,0.0,0.6227494530240878,0.29263354704267475,1,12.0,32974,nan,aaf498fa4e16551a
otto,37,float32,numerical,,34,0.0,0.9545566238958112,0.4273326795891007,1,12.0,29332,nan,aaf498fa4e16551a
otto,38,float32,numerical,,74,0.0,0.6011343908603222,0.24029526730342188,1,5.0,34362,nan,aaf498fa4e16551a
otto,39,float32,numerical,,41,0.0,1.6432023657452743,0.671605976517099,1,42.0,20955,nan,aaf498fa4e16551a
otto,40,float32,numerical,,27,0.0,0.6532221647928836,0.30940997374035173,1,9.0,32497,nan,aaf498fa4e16551a
otto,41,float32,numerical,,37,0.0,1.038838406087631,0.45881912245350154,1,13.0,28345,nan,aaf498fa4e16551a
otto,42,float32,numerical,,27,0.0,0.7173745299632368,0.29501885790444526,1,51.0,33017,nan,aaf498fa4e16551a
otto,43,float32,numerical,,24,0.0,0.9672453433559648,0.4428104447058776,1,27.5,28867,nan,aaf498fa4e16551a
otto,44,float32,numerical,,67,0.0,0.318936348344287,0.11852455536213835,1,3.0,37141,nan,aaf498fa4e16551a
otto,45,float32,numerical,,39,0.0,0.7859429238532579,0.2903956805247595,1,22.0,33224,nan,aaf498fa4e16551a
otto,46,float32,numerical,,37,0.0,0.4395947931216484,0.16061452477363503,1,8.0,36231,nan,aaf498fa4e16551a
otto,47,float32,numerical,,45,0.0,1.70053353145517,0.7267891781261498,1,6.0,17980,nan,aaf498fa4e16551a
otto,48,float32,numerical,,30,0.0,0.6742727317229923,0.29433543027470876,1,9.5,32989,nan,aaf498fa4e16551a
otto,49,float32,numerical,,49,0.0,0.5925112955196782,0.24744976388330964,1,3.0,34182,nan,aaf498fa4e16551a
otto,50,float32,numerical,,19,0.0,0.16082392568742604,0.05448587431401675,1,4.0,38500,nan,aaf498fa4e16551a
otto,51,float32,numerical,,34,0.0,0.4674605878086405,0.18673798474955994,1,4.0,35628,nan,aaf498fa4e16551a
otto,52,float32,numerical,,41,0.0,0.7264524283354317,0.3311197345844181,1,12.0,31928,nan,aaf498fa4e16551a
otto,53,float32,numerical,,52,0.0,1.7651272550725638,0.6727936971140667,1,20.0,21507,nan,aaf498fa4e16551a
otto,54,float32,numerical,,24,0.0,0.6917856961511564,0.3194858830722468,1,12.0,32282,nan,aaf498fa4e16551a
otto,55,float32,numerical,,50,0.0,0.5062468525226121,0.21039507480083708,1,5.5,35046,nan,aaf498fa4e16551a
otto,56,float32,numerical,,27,0.0,0.6333985058852323,0.2702921822957288,1,6.0,33628,nan,aaf498fa4e16551a
otto,57,float32,numerical,,82,0.0,0.6855256997577203,0.24688760601897497,1,5.5,34258,nan,aaf498fa4e16551a
otto,58,float32,numerical,,59,0.0,0.5253045156188724,0.20392173833945626,1,6.0,35223,nan,aaf498fa4e16551a
otto,59,float32,numerical,,39,0.0,1.0423726687833603,0.4183059762705168,1,23.0,29729,nan,aaf498fa4e16551a
otto,60,float32,numerical,,20,0.0,0.4728986886888106,0.17677126029194323,1,30.5,35882,nan,aaf498fa4e16551a
otto,61,float32,numerical,,37,0.0,1.431278469314807,0.6229092381934407,1,24.0,22668,nan,aaf498fa4e16551a
otto,62,float32,numerical,,23,0.0,0.41431294186710804,0.1803812491229776,1,8.0,35731,nan,aaf498fa4e16551a
otto,63,float32,numerical,,48,0.0,1.3093053422018026,0.5422604775200999,1,28.0,25652,nan,aaf498fa4e16551a
otto,64,float32,numerical,,21,0.0,0.5576573756785206,0.26383214865191995,1,5.0,33691,nan,aaf498fa4e16551a
otto,65,float32,numerical,,30,0.0,0.9885592397714517,0.4583638360408516,1,5.0,28346,nan,aaf498fa4e16551a
otto,66,float32,numerical,,70,0.0,2.1430930898034597,0.7994838511883368,1,17.5,15262,nan,aaf498fa4e16551a
otto,67,float32,numerical,,34,0.0,0.6434306704531549,0.258936774275929,1,24.0,33920,nan,aaf498fa4e16551a
otto,68,float32,numerical,,61,0.0,0.7067100794441427,0.25354405357706655,1,17.0,34091,nan,aaf498fa4e16551a
otto,69,float32,numerical,,31,0.0,1.23587634419049,0.5425098565687493,1,25.0,25782,nan,aaf498fa4e16551a
otto,70,float32,numerical,,27,0.0,0.6605872348703593,0.2962052279421369,1,8.0,32915,nan,aaf498fa4e16551a
otto,71,float32,numerical,,31,0.0,1.106840020302676,0.46867044359771737,1,62.0,28119,nan,aaf498fa4e16551a
otto,72,float32,numerical,,96,0.0,0.7042482447516618,0.2967007849971479,1,2.0,32960,nan,aaf498fa4e16551a
otto,73,float32,numerical,,87,0.0,0.7890112434512992,0.33226863584823774,1,2.0,32064,nan,aaf498fa4e16551a
otto,74,float32,numerical,,62,0.0,0.8730748144478385,0.3651338824044612,1,6.0,31101,nan,aaf498fa4e16551a
otto,75,float32,numerical,,57,0.0,0.920747586590978,0.3711568934310807,1,8.0,31033,nan,aaf498fa4e16551a
otto,76,float32,numerical,,24,0.0,0.29075681963496824,0.10947296808454154,1,3.5,37340,nan,aaf498fa4e16551a
otto,77,float32,numerical,,67,0.0,0.49206742019354804,0.18930509695886633,1,5.0,35565,nan,aaf498fa4e16551a
otto,78,float32,numerical,,21,0.0,0.5437761370728454,0.21469069755768722,2,45.0,34993,nan,aaf498fa4e16551a
otto,79,float32,numerical,,37,0.0,0.9338964647149958,0.3715624195775986,1,23.0,31105,nan,aaf498fa4e16551a
otto,80,float32,numerical,,16,0.0,0.2504523333064398,0.09891979610067159,1,4.5,37560,nan,aaf498fa4e16551a
otto,81,float32,numerical,,21,0.0,0.42909736814608734,0.16693735485827843,1,14.0,36087,nan,aaf498fa4e16551a
otto,82,float32,numerical,,48,0.0,0.6496556612462137,0.24256803410948513,1,8.0,34352,nan,aaf498fa4e16551a
otto,83,float32,numerical,,37,0.0,0.14277655729166386,0.045879001082310245,1,2.0,38677,nan,aaf498fa4e16551a
otto,84,float32,numerical,,41,0.0,0.8438129426405855,0.3617610002595518,1,9.0,31243,nan,aaf498fa4e16551a
otto,85,float32,numerical,,50,0.0,1.379940003811112,0.6035424617599519,1,10.5,23331,nan,aaf498fa4e16551a
otto,86,float32,numerical,,47,0.0,0.7315942932198571,0.332914801305238,1,5.0,31916,nan,aaf498fa4e16551a
otto,87,float32,numerical,,31,0.0,1.1784994834238607,0.5089582466061567,1,25.0,26847,nan,aaf498fa4e16551a
otto,88,float32,numerical,,32,0.0,0.8251151073466777,0.3740966388455941,1,9.5,30834,nan,aaf498fa4e16551a
otto,89,float32,numerical,,83,0.0,0.7029545397098702,0.2486526020720229,1,7.0,34225,nan,aaf498fa4e16551a
otto,90,float32,numerical,,47,0.0,0.3930998804302794,0.14682470113817803,1,8.0,36524,nan,aaf498fa4e16551a
otto,91,float32,numerical,,18,0.0,0.7768881440332519,0.36841676679908486,1,32.0,30923,nan,aaf498fa4e16551a
otto,92,float32,numerical,,41,0.0,0.29762460220057757,0.1164891707103809,1,2.0,37182,nan,aaf498fa4e16551a
