dataset,task,model,seed,representation,selected_columns,utility_statistics,map_metadata,reused_baseline,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
higgs-small,binclass,resnet,2,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
higgs-small,binclass,tabm,2,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},0,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
higgs-small,binclass,tabm,2,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},1,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
higgs-small,binclass,tabm,2,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
higgs-small,binclass,tabm,2,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
higgs-small,binclass,tabm,2,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
higgs-small,binclass,tabm,2,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,14,0.7285823559408465,0.7254971953085161,31.292464794125408,,16,relu,0.5345593970144767,0.8058880760307197,nan
house,regression,mlp,0,baseline_ple,,{},{},0,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,mlp,0,utility_identity,,{},{},1,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,mlp,0,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,mlp,0,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,mlp,0,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,mlp,0,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,23,29843.974610408768,32068.203125,8.203852476086468,,,gelu,1028369542.7432232,nan,15253.599828872937
house,regression,resnet,0,baseline_ple,,{},{},0,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,resnet,0,utility_identity,,{},{},1,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,resnet,0,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,resnet,0,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,resnet,0,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,resnet,0,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,48,29982.718423283426,32760.912109375,24.961186666972935,,,gelu,1073277367.157988,nan,15946.974551028448
house,regression,tabm,0,baseline_ple,,{},{},0,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,tabm,0,utility_identity,,{},{},1,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,tabm,0,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,tabm,0,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,tabm,0,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,tabm,0,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28913.57821282372,31049.416015625,12.999815824907273,,16,relu,964066149.4610561,nan,14724.253362723184
house,regression,mlp,1,baseline_ple,,{},{},0,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,mlp,1,utility_identity,,{},{},1,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,mlp,1,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,mlp,1,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,mlp,1,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,mlp,1,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,20,29995.919103950495,32423.267578125,8.31265352293849,,,gelu,1051268302.0548984,nan,15372.8169530061
house,regression,resnet,1,baseline_ple,,{},{},0,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,resnet,1,utility_identity,,{},{},1,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,resnet,1,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,resnet,1,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,resnet,1,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,resnet,1,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,36,30189.478355039842,32103.873046875,9.181979903019965,,,gelu,1030658501.3176845,nan,15519.648122654238
house,regression,tabm,1,baseline_ple,,{},{},0,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,tabm,1,utility_identity,,{},{},1,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,tabm,1,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,tabm,1,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,tabm,1,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,tabm,1,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28882.194759303704,31248.869140625,7.541679244954139,,16,relu,976491859.2907555,nan,14816.025548659758
house,regression,mlp,2,baseline_ple,,{},{},0,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,mlp,2,utility_identity,,{},{},1,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,mlp,2,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,mlp,2,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,mlp,2,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,mlp,2,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,965377,384,35,29900.361706133466,32104.73046875,6.453666076995432,,,gelu,1030713747.2888594,nan,15093.234395216125
house,regression,resnet,2,baseline_ple,,{},{},0,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,resnet,2,utility_identity,,{},{},1,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,resnet,2,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,resnet,2,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,resnet,2,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,resnet,2,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1853953,384,23,30888.924961801386,33114.91015625,5.912338865920901,,,gelu,1096597215.0165212,nan,16257.565436884535
house,regression,tabm,2,baseline_ple,,{},{},0,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
house,regression,tabm,2,utility_identity,,{},{},1,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
house,regression,tabm,2,residual_map_a0,,{},"{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
house,regression,tabm,2,residual_map_a5,,{},"{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
house,regression,tabm,2,residual_map_a20,,{},"{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
house,regression,tabm,2,residual_map_a100,,{},"{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,1742,1517808,512,30,28998.528475469444,31095.916015625,8.413664903026074,,16,relu,966955913.3359765,nan,14751.23616833925
