dataset,problem_type,model,seed,variant,anchors,selection,normalize,min_empirical_rank,median_empirical_rank,min_anchor_rank,max_coordinate_error,validation_task_error,test_task_error,fit_seconds,raw_task_error,raw_disagreement,disagreement,disagreement_reduction,relative_task_change
wine-quality-red,regression,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,8,8.0,7,8.020093766942637e-16,0.6850323795474318,0.7171942371935743,0.2336705969646573,0.6897238525837522,0.1442025220153138,0.0,1.0,0.03982809135412118
wine-quality-red,regression,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.214375584754649e-15,0.6739297549560863,0.6838247652203879,0.1953569590114057,0.6897238525837522,0.1442025220153138,0.0,1.0,-0.00855282493314669
wine-quality-red,regression,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,8,8.0,7,8.580190041167358e-16,0.6935628747235865,0.7614222705521706,0.1595573008526116,0.6897238525837522,0.1442025220153138,0.0,1.0,0.10395235382948007
wine-quality-red,regression,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.0147183222443479e-15,0.6799625247087387,0.6990018982499281,0.1698200812097638,0.6897238525837522,0.1442025220153138,0.0,1.0,0.013451826599036211
wine-quality-red,regression,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.270527199357285e-15,0.6739297549560863,0.6838247652203879,0.2328672870062291,0.6897238525837522,0.1442025220153138,0.0,1.0,-0.00855282493314669
wine-quality-red,regression,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,8,8.0,6,9.11123443924272e-16,0.6848118384203274,0.7026105785079589,0.1440510819666087,0.6962309332751172,0.1327100872568743,0.0,1.0,0.009163116615390031
wine-quality-red,regression,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,1.5955606397584357e-15,0.6779214453939015,0.7485200287879686,0.254167523002252,0.6962309332751172,0.1327100872568743,0.0,1.0,0.07510309153728635
wine-quality-red,regression,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,8,8.0,7,8.020093766942637e-16,0.6882756316971247,0.7354436921757616,0.2259486641269177,0.6962309332751172,0.1327100872568743,0.0,1.0,0.05632148332764374
wine-quality-red,regression,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.214375584754649e-15,0.6738833070052096,0.726756747850511,0.2454078171867877,0.6962309332751172,0.1327100872568743,0.0,1.0,0.04384438139195904
wine-quality-red,regression,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,8,8.0,7,8.580190041167358e-16,0.6838491653828712,0.7409369434530373,0.2373778708279132,0.6962309332751172,0.1327100872568743,0.0,1.0,0.06421146783527701
wine-quality-red,regression,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.0147183222443479e-15,0.6786563555184396,0.691559112509275,0.1627077870070934,0.6962309332751172,0.1327100872568743,0.0,1.0,-0.006710159722242735
wine-quality-red,regression,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.270527199357285e-15,0.6738833070052096,0.726756747850511,0.3214201040100306,0.6962309332751172,0.1327100872568743,0.0,1.0,0.04384438139195904
