model,dataset,pipeline,family,variant,scope,repair,reference_id,orbit_three_task_error,orbit_three_disagreement,ordinary_three_task_error,orbit_vs_ordinary_relative_error,orbit_beats_ordinary
tabpfn_2_6,bike-sharing,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,46.070630282994806,0.017576167993784166,44.97057762225929,0.02446160843153182,False
tabpfn_2_6,bike-sharing,numeric_code,T0,column_permutation,all,none,original__numeric_code,45.300527208139194,0.07230238096543105,44.80565527853163,0.01104485419376686,False
tabpfn_2_6,bike-sharing,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,45.56886999742383,0.032546065818573715,44.80565527853163,0.017033892577794536,False
tabpfn_2_6,bike-sharing,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,45.27435962020679,0.01673800046440828,44.80565527853163,0.010460829972499775,False
tabpfn_2_6,bike-sharing,numeric_code,T2,affine,all,none,original__numeric_code,45.18897525671296,0.026156180109950466,44.80565527853163,0.00855516956059321,False
tabpfn_2_6,bike-sharing,numeric_code,T2,affine,one,none,original__numeric_code,45.53382544172448,0.009316398004869464,44.80565527853163,0.016251746764247156,False
tabpfn_2_6,bike-sharing,numeric_code,T2,scaling,all,none,original__numeric_code,45.585593240914086,0.004063478531885038,44.80565527853163,0.017407132147359925,False
tabpfn_2_6,bike-sharing,numeric_code,T2,scaling,one,none,original__numeric_code,45.60195277896806,0.001233976743905291,44.80565527853163,0.017772254316699442,False
tabpfn_2_6,bike-sharing,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,45.330779032212014,0.041771462358819754,44.80565527853163,0.011720032893526116,False
tabpfn_2_6,bike-sharing,numeric_code,T5,cyclic_rotation,all,none,cyclic_sincos_reference,46.10803500835169,0.05293744309945039,45.46094294398328,0.01423402205197896,False
tabpfn_2_6,bike-sharing,numeric_code,T5,cyclic_shift,all,none,original__numeric_code,47.316826654961964,0.07176559303424458,44.80565527853163,0.05604585762265475,False
tabpfn_2_6,bike-sharing,numeric_code,T5,cyclic_shift,one,none,original__numeric_code,45.626493936117505,0.0304643773599821,44.80565527853163,0.018319978861667804,False
tabpfn_2_6,bike-sharing,numeric_code,T6,cond_le_10,one,none,basis_reference__humidity,44.84868976408692,0.05267642086640482,43.87750685383526,0.02213395837386266,False
tabpfn_2_6,bike-sharing,numeric_code,T6,cond_le_3,one,none,basis_reference__humidity,44.851664229906454,0.04802762536244378,43.87750685383526,0.02220174859333531,False
tabpfn_2_6,bike-sharing,numeric_code,T6,orthogonal,one,none,basis_reference__humidity,44.88023567168185,0.05141184727377346,43.87750685383526,0.022852912340413624,False
tabpfn_2_6,california_housing,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,50897.69887602911,0.05876543527376638,50936.638776732674,-0.0007644772336518639,True
tabpfn_2_6,california_housing,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,51459.1565535592,0.0688411797016452,50936.638776732674,0.010258191144430367,False
tabpfn_2_6,california_housing,numeric_code,T0,column_permutation,all,none,original__numeric_code,49826.556380910995,0.09356837988399729,50152.04169859728,-0.006489971428130019,True
tabpfn_2_6,california_housing,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,50647.37408622656,0.05212411785324625,50152.04169859728,0.009876614607359831,False
tabpfn_2_6,california_housing,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,50963.57422918155,0.05742426547667446,50152.04169859728,0.016181445522425637,False
tabpfn_2_6,california_housing,numeric_code,T2,affine,all,none,original__numeric_code,50748.17262155997,0.054669307260582854,50152.04169859728,0.011886473666322672,False
tabpfn_2_6,california_housing,numeric_code,T2,affine,one,none,original__numeric_code,50700.46737581801,0.01122082384428672,50152.04169859728,0.010935261230572577,False
tabpfn_2_6,california_housing,numeric_code,T2,scaling,all,none,original__numeric_code,50741.324458136485,0.0009322404340622153,50152.04169859728,0.011749925617797731,False
tabpfn_2_6,california_housing,numeric_code,T2,scaling,one,none,original__numeric_code,50734.99297411897,0.00030142815572127275,50152.04169859728,0.011623679829927994,False
tabpfn_2_6,california_housing,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,50630.198608732295,0.08925552726828527,50152.04169859728,0.009534146446292965,False
tabpfn_2_6,california_housing,numeric_code,T6,cond_le_10,one,none,basis_reference__median_income,50633.033563776546,0.08758829008421248,49725.26601804496,0.018255659917478628,False
tabpfn_2_6,california_housing,numeric_code,T6,cond_le_3,one,none,basis_reference__median_income,50674.35037942934,0.09036957645603551,49725.26601804496,0.019086561770025854,False
tabpfn_2_6,california_housing,numeric_code,T6,orthogonal,one,none,basis_reference__median_income,50840.2814029676,0.08851851214455268,49725.26601804496,0.022423517744842417,False
tabpfn_2_6,diamonds,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,596.0665244833721,0.04988818556334015,596.9457647474396,-0.0014728980687878028,True
tabpfn_2_6,diamonds,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,599.4737354927948,0.019025958951661995,596.9457647474396,0.004234841579661383,False
tabpfn_2_6,diamonds,native_categorical,T4,ordinal_categorical,all,none,ordinal_categorical_reference,556.7975925923425,0.0,548.0875237738722,0.015891748015895095,False
tabpfn_2_6,diamonds,native_categorical,T4,ordinal_categorical,one,none,ordinal_categorical_reference,556.7975925923425,0.0,548.0875237738722,0.015891748015895095,False
tabpfn_2_6,diamonds,numeric_code,T0,column_permutation,all,none,original__numeric_code,598.7242678003948,0.03515882904679867,599.2699073716556,-0.0009105072097710502,True
tabpfn_2_6,diamonds,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,605.7367853333361,0.048652479973162945,599.2699073716556,0.01079126096960834,False
tabpfn_2_6,diamonds,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,598.5684144036481,0.02189759478945558,599.2699073716556,-0.0011705793322479689,True
tabpfn_2_6,diamonds,numeric_code,T2,affine,all,none,original__numeric_code,613.6305577045505,0.022961211459101166,599.2699073716556,0.023963576605872724,False
tabpfn_2_6,diamonds,numeric_code,T2,affine,one,none,original__numeric_code,609.3384732074147,0.0070190682141879875,599.2699073716556,0.016801387341338382,False
tabpfn_2_6,diamonds,numeric_code,T2,scaling,all,none,original__numeric_code,608.3207818016175,0.00164545436461144,599.2699073716556,0.015103168569999227,False
tabpfn_2_6,diamonds,numeric_code,T2,scaling,one,none,original__numeric_code,608.521697382116,0.0007518966552267185,599.2699073716556,0.015438435831089859,False
tabpfn_2_6,diamonds,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,604.5169651166185,0.033589035229142986,599.2699073716556,0.008755750423004006,False
tabpfn_2_6,diamonds,numeric_code,T4,ordinal_integer,all,none,ordinal_integer_reference,555.1937281641931,0.016226870070723324,546.2958104148474,0.01628772833273008,False
tabpfn_2_6,diamonds,numeric_code,T4,ordinal_integer,one,none,ordinal_integer_reference,554.1619984724634,0.008143836830852407,546.2958104148474,0.014399136708814507,False
tabpfn_2_6,diamonds,numeric_code,T6,cond_le_10,one,none,basis_reference__y,615.4215081129946,0.03203415765146895,575.1685641456819,0.06998460360416572,False
tabpfn_2_6,diamonds,numeric_code,T6,cond_le_3,one,none,basis_reference__y,608.3599392648724,0.03322238602250036,575.1685641456819,0.05770721348182657,False
tabpfn_2_6,diamonds,numeric_code,T6,orthogonal,one,none,basis_reference__y,610.1779785140263,0.030033442504915464,575.1685641456819,0.06086809424354607,False
tabpfn_2_6,wine-quality-red,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.6435791386161639,0.11158411223361374,0.6305234459595224,0.020706117655583042,False
tabpfn_2_6,wine-quality-red,numeric_code,T2,affine,all,none,original__numeric_code,0.635430722685855,0.04606659187475432,0.6305234459595224,0.0077828616172469075,False
tabpfn_2_6,wine-quality-red,numeric_code,T2,affine,one,none,original__numeric_code,0.6343684319047043,0.01834570078533279,0.6305234459595224,0.006098085598277239,False
tabpfn_2_6,wine-quality-red,numeric_code,T2,scaling,all,none,original__numeric_code,0.6329675068336799,0.006406454893947283,0.6305234459595224,0.0038762410657674344,False
tabpfn_2_6,wine-quality-red,numeric_code,T2,scaling,one,none,original__numeric_code,0.6330483698177242,0.001318433285681544,0.6305234459595224,0.004004488452224649,False
tabpfn_2_6,wine-quality-red,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.634462643881608,0.13052302073705765,0.6305234459595224,0.006247504271773773,False
tabpfn_2_6,wine-quality-red,numeric_code,T6,cond_le_10,one,none,basis_reference__density,0.6394869827355257,0.07887213191054815,0.6371621917141268,0.0036486644242726602,False
tabpfn_2_6,wine-quality-red,numeric_code,T6,cond_le_3,one,none,basis_reference__density,0.6381168646571087,0.08090125268208716,0.6371621917141268,0.0014983201379441455,False
tabpfn_2_6,wine-quality-red,numeric_code,T6,orthogonal,one,none,basis_reference__density,0.6391452687239515,0.07852836526366784,0.6371621917141268,0.003112358259189422,False
