dataset,problem_type,model,pipeline,family,variant,scope,repair,reference_id,pred_disagreement,pred_disagreement_seed_sd,task_metric_original,orbit_mean,orbit_worst,orbit_best,orbit_span,probability_mad,js_divergence,label_flip_rate,prediction_rmse_normalized,prediction_pearson,prediction_spearman,kill_effect_min_across_seeds,kill_effect_seed_passes,seeds
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,affine,all,none,original__numeric_code,0.00017955502637885,2.7507738319919884e-05,0.2180296318989983,0.21813959680778847,0.21836310509801984,0.21798939845675047,0.0003737066412693631,0.00017955502637885,1.1507510950130363e-06,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,affine,all,standardization,zscore_reference,3.4299801750056967e-06,1.6071975732808291e-06,0.2180296318989983,0.2180214476438708,0.2180296318989983,0.21796415785797832,6.5474041019975e-05,3.4299801750056967e-06,2.8356765225492163e-08,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,affine,one,none,original__numeric_code,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,scaling,all,none,original__numeric_code,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,scaling,one,none,original__numeric_code,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.2180296318989983,0.0,0.0,0.0,0.0,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.004821965132241025,0.0014252901649487288,0.2180296318989983,0.2182867924306394,0.219681987625576,0.21742259597553382,0.0022593916500421676,0.004821965132241025,0.00012271510748213,0.003987630208333333,,,,0.0029296875,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0007509261258944617,0.00019722361338817161,0.2189529956737222,0.21869949631809735,0.21895314411465774,0.21827687543312915,0.0006762686815286004,0.0007509261258944617,1.2529830639238933e-05,0.000244140625,,,,0.0,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,basis_reference__V6,0.010000502158819341,0.0031717104918542057,0.21535491675226856,0.21776145288282486,0.21982765023619863,0.21461383430609574,0.005213815930102894,0.010000502158819341,0.0003931232779891917,0.014078776041666666,,,,0.00634765625,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,basis_reference__V6,0.010087214088249067,0.003315686721847621,0.21535491675226856,0.2146866094770207,0.21876958778949537,0.20933929723028896,0.009430290559206403,0.010087214088249067,0.0004051334697781417,0.013509114583333334,,,,0.0078125,0,3
bank-marketing,classification,tabpfn_2_6,numeric_code,T6,orthogonal,one,none,basis_reference__V6,0.009961066582501558,0.0033518880855615833,0.21535491675226856,0.21695113466185809,0.22142812993156893,0.213548601104907,0.007879528826661958,0.009961066582501558,0.00039328012828548746,0.014729817708333334,,,,0.00732421875,0,3
bike-sharing,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,55.19148738118361,55.19148738118361,55.19148738118361,55.19148738118361,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.0,0.0,55.60776798380948,55.60776798380948,55.60776798380948,55.60776798380948,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.0,0.0,55.60776798380948,55.60776798380948,55.60776798380948,55.60776798380948,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.04957913178650777,0.0020787591975528546,55.38597315188477,55.32674699203185,55.745130943900875,54.7436647007225,1.00146624317838,,,,0.04957913178650777,0.998569294252421,0.9972096761416956,0.04773530725981458,1,3
bike-sharing,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,55.19148738118361,55.19148738118361,55.19148738118361,55.19148738118361,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.05712657696962103,0.0010342995523982008,55.38597315188477,55.16133900884409,55.973395120170444,54.44182702291268,1.5315680972577657,,,,0.05712657696962103,0.9980750267964665,0.9970613121643054,0.056066470982000086,3,3
bike-sharing,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.019199541063040625,0.0011154102534417555,55.38597315188477,55.172299756276345,55.562451283226956,54.24399676682638,1.3184545164005783,,,,0.019199541063040625,0.999418429692133,0.9991247695079594,0.018370904672108286,0,3
bike-sharing,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0,0.0,55.38597315188477,55.38597315188477,55.38597315188477,55.38597315188477,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T5,cyclic_rotation,all,none,cyclic_sincos_reference,0.07020768932660869,0.0017150994417169123,53.40879390202803,52.89219096519988,53.719551840201376,51.928712322177624,1.790839518023759,,,,0.07020768932660869,0.9972003113330413,0.9955539757284191,0.06823464194385653,3,3
bike-sharing,regression,catboost,numeric_code,T5,cyclic_shift,all,cyclic_frontend,cyclic_sincos_reference,0.0,0.0,53.40879390202803,53.40879390202803,53.40879390202803,53.40879390202803,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T5,cyclic_shift,all,none,original__numeric_code,0.0945640423728273,0.0019304509953088466,55.38597315188477,55.78970174222969,57.23998659546339,54.29629075727695,2.943695838186443,,,,0.0945640423728273,0.9948194260451224,0.9906160659747257,0.09243777860936005,3,3
bike-sharing,regression,catboost,numeric_code,T5,cyclic_shift,one,cyclic_frontend,cyclic_sincos_reference,0.0,0.0,53.40879390202803,53.40879390202803,53.40879390202803,53.40879390202803,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,catboost,numeric_code,T5,cyclic_shift,one,none,original__numeric_code,0.06341097842141975,0.0012304100472771624,55.38597315188477,55.61253647942334,56.40274802810266,55.07496520177916,1.3277828263234994,,,,0.06341097842141975,0.99747756767496,0.9952632008102448,0.0619916960070901,3,3
bike-sharing,regression,catboost,numeric_code,T6,cond_le_10,one,none,basis_reference__humidity,0.05027678977836008,0.0014833195584554692,55.86808442197829,56.24955704469909,56.93677570906911,55.61269157975909,1.3240841293100232,,,,0.05027678977836008,0.9985239049444911,0.9972459680582259,0.049121658106551114,1,3
bike-sharing,regression,catboost,numeric_code,T6,cond_le_3,one,none,basis_reference__humidity,0.04829960275635233,0.001343219102566524,55.86808442197829,56.50265871868191,57.251587381533,56.040396416020116,1.2111909655128865,,,,0.04829960275635233,0.9986436866391527,0.9973791812221764,0.047000438296495264,0,3
bike-sharing,regression,catboost,numeric_code,T6,orthogonal,one,none,basis_reference__humidity,0.049895529725667305,0.0016935816830852613,55.86808442197829,56.19560771469448,56.76574489251113,55.529064975165035,1.2366799173460947,,,,0.049895529725667305,0.9985481682065735,0.9973880176444728,0.04860584573937821,1,3
bike-sharing,regression,tabicl_v2,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.061827626013550054,0.0,45.79978064598803,46.50153516942826,47.48498801904423,45.233068845856245,2.2519191731879857,,,,0.061827626013550054,0.9980322643424943,0.9980756039624405,0.06182762601355006,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,46.31160086795298,46.31160086795298,46.31160086795298,46.31160086795298,0.0,,,,0.0,1.0,0.9999999999999997,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.04299545190255514,0.0,45.79978064598803,45.72935311203653,46.31842429464077,44.921932633830096,1.3964916608106748,,,,0.04299545190255514,0.9989332412365063,0.9990380561266633,0.042995451902555146,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.013433192710719197,0.0,45.79978064598803,45.7690573910327,45.92955086579576,45.31160668121595,0.6179441845798124,,,,0.013433192710719197,0.9997524400744919,0.999741489402343,0.013433192710719199,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,affine,all,none,original__numeric_code,0.00329350259368175,0.0,45.79978064598803,45.776927155914585,45.805554965683086,45.74654483417205,0.0590101315110374,,,,0.00329350259368175,0.9999944073891914,0.999985309228084,0.00329350259368175,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,45.77345016853469,45.77345016853469,45.77345016853469,45.77345016853469,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,affine,one,none,original__numeric_code,0.00042678909344068754,0.0,45.79978064598803,45.796489336306365,45.79978064598803,45.77345016853469,0.026330477453349488,,,,0.00042678909344068754,0.999999249631052,0.9999980414173035,0.0004267890934406875,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,45.77345016853469,45.77345016853469,45.77345016853469,45.77345016853469,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,scaling,all,none,original__numeric_code,0.002955764052302188,0.0,45.79978064598803,45.78618120476929,45.805554965683086,45.77345016853469,0.0321047971483992,,,,0.002955764052302188,0.9999948568326783,0.9999867090148551,0.0029557640523021874,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,45.77345016853469,45.77345016853469,45.77345016853469,45.77345016853469,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,scaling,one,none,original__numeric_code,0.00042678909344068754,0.0,45.79978064598803,45.796489336306365,45.79978064598803,45.77345016853469,0.026330477453349488,,,,0.00042678909344068754,0.999999249631052,0.9999980414173035,0.0004267890934406875,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,45.77345016853469,45.77345016853469,45.77345016853469,45.77345016853469,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.035596870996921236,0.0,45.79978064598803,45.70754878795899,46.18036294710294,45.58120471025264,0.5991582368503003,,,,0.035596870996921236,0.9992218024535484,0.9992975783275715,0.035596870996921236,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0,0.0,45.58778640338812,45.58778640338812,45.58778640338812,45.58778640338812,0.0,,,,0.0,1.0,0.9999999999999997,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T5,cyclic_rotation,all,none,cyclic_sincos_reference,0.07579386376486552,0.0,46.46965369539964,45.50818809265841,46.78099818382884,44.04345056703525,2.7375476167935915,,,,0.07579386376486552,0.9969680002836503,0.9974072560819524,0.07579386376486552,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T5,cyclic_shift,all,cyclic_frontend,cyclic_sincos_reference,0.0,0.0,46.46965369539964,46.46965369539964,46.46965369539964,46.46965369539964,0.0,,,,0.0,1.0,0.9999999999999997,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T5,cyclic_shift,all,none,original__numeric_code,0.07691859025740418,0.0,45.79978064598803,46.01728362910929,47.46318571348339,44.50743980734288,2.955745906140514,,,,0.07691859025740418,0.9969249123419069,0.9967645502938692,0.07691859025740418,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T5,cyclic_shift,one,cyclic_frontend,cyclic_sincos_reference,0.0,0.0,46.46965369539964,46.46965369539964,46.46965369539964,46.46965369539964,0.0,,,,0.0,1.0,0.9999999999999997,0.0,0,3
bike-sharing,regression,tabicl_v2,numeric_code,T5,cyclic_shift,one,none,original__numeric_code,0.05816030231449117,0.0,45.79978064598803,46.43171754952425,47.4137665649699,45.23902763500982,2.1747389299600712,,,,0.05816030231449117,0.9981804729580945,0.9983717805397037,0.05816030231449117,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T6,cond_le_10,one,none,basis_reference__humidity,0.07854584193435588,0.0,48.80207783765621,49.23482629253876,51.29878337143069,47.33098998510808,3.9677933863226045,,,,0.07854584193435588,0.9967958265227305,0.9970379001626295,0.07854584193435588,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T6,cond_le_3,one,none,basis_reference__humidity,0.08072541163571317,0.0,48.80207783765621,49.368832485576974,51.25168768037671,47.73654896346614,3.5151387169105703,,,,0.08072541163571317,0.9966105412938319,0.9969115703347545,0.08072541163571317,3,3
bike-sharing,regression,tabicl_v2,numeric_code,T6,orthogonal,one,none,basis_reference__humidity,0.07891394920718153,0.0,48.80207783765621,48.592201399813604,50.27810733998469,46.25439846835881,4.023708871625871,,,,0.07891394920718153,0.9967991028326173,0.99718111188039,0.07891394920718153,3,3
bike-sharing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,46.91965561543781,46.91965561543781,46.91965561543781,46.91965561543781,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.049624692942652725,0.0022329702203937947,45.67727500572372,46.13915059704001,47.138984991871645,44.99394984318417,2.1450351486874837,,,,0.049624692942652725,0.9987165997474562,0.9987839562996151,0.04715519177642375,2,3
bike-sharing,regression,tabpfn_2_6,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.0240121458039043,0.0038313955988343138,45.67727500572372,45.959427349463986,47.081792968219816,45.38007594853327,1.7017170196865479,,,,0.0240121458039043,0.9995624988871171,0.999563710962385,0.019595769684280163,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.08503440342885303,0.0037645317495167887,45.593297466020545,45.91415080197609,48.91081987206297,43.727762910275835,5.1830569617871305,,,,0.08503440342885303,0.9964379260566023,0.9966642431325651,0.08069004356444522,3,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,46.91965561543781,46.91965561543781,46.91965561543781,46.91965561543781,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.04637668440797113,0.0017025696344184018,45.593297466020545,46.10857492190283,47.0488620700493,45.05613806114817,1.9927240089011444,,,,0.04637668440797113,0.9988636214676712,0.9988701486700484,0.0447952360319612,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.013113646173872033,0.001138517895470744,45.593297466020545,45.68574483884262,46.68058451406974,45.03620740524513,1.6443771088246137,,,,0.013113646173872033,0.9997875009978539,0.9997669598511117,0.012233150120929463,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,affine,all,none,original__numeric_code,0.03687889840552186,0.005088309681726972,45.593297466020545,45.6816414797946,46.80325354531166,44.86006953245933,1.9431840128523323,,,,0.03687889840552186,0.9992747278252042,0.9992954331581426,0.03233974158373065,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,affine,all,standardization,zscore_reference,0.00043817036227350215,0.0006888732499861475,45.791501976512926,45.78779764736635,45.78926901725591,45.78245210004216,0.0068169172137497,,,,0.00043817036227350215,0.9999997357766723,0.9999983087117528,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,affine,one,none,original__numeric_code,0.018390503246825313,0.001306483063538805,45.593297466020545,45.62418927947342,46.31981099163759,44.93104357922187,1.3887674124157172,,,,0.018390503246825313,0.9997464135605701,0.9997309808601602,0.016956100011406273,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,affine,one,standardization,zscore_reference,0.00010052957963786772,0.00016976927137896393,45.791501976512926,45.7905815888838,45.791501976512926,45.78781199013323,0.0036899863796951613,,,,0.00010052957963786772,0.9999999416400595,0.9999997392286843,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,scaling,all,none,original__numeric_code,0.005016145436612863,0.001820061599454355,45.593297466020545,45.583363584374545,45.65025108724574,45.50977582710615,0.1404752601395979,,,,0.005016145436612863,0.9999857209158579,0.9999740420781786,0.0033976193221556,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0003649464343361459,0.0006321057663113037,45.791501976512926,45.788916631786265,45.791501976512926,45.787616953670664,0.0038850228422546706,,,,0.0003649464343361459,0.9999997685462011,0.9999984800757602,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,scaling,one,none,original__numeric_code,0.0014607440238506208,0.0009675340212468836,45.593297466020545,45.586496462629874,45.64621907360373,45.52712635019099,0.11909272341274384,,,,0.0014607440238506208,0.999997290607888,0.999993842071646,0.0006288842418148375,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T2,scaling,one,standardization,zscore_reference,9.925447897957499e-05,0.00017191380047140102,45.791501976512926,45.79067871778841,45.791501976512926,45.78782886185963,0.0036731146532910466,,,,9.925447897957499e-05,0.999999941383801,0.9999996498213761,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.04479750206088057,0.003190356174371783,45.593297466020545,45.69092945790047,46.15192931934248,45.089458270166034,1.06247104917644,,,,0.04479750206088057,0.9987087371567821,0.9987945212632038,0.04265564447432365,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0,0.0,45.65944834251519,45.65944834251519,45.65944834251519,45.65944834251519,0.0,,,,0.0,1.0,1.0,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T5,cyclic_rotation,all,none,cyclic_sincos_reference,0.06494493905694991,0.0015771998764444344,46.452671856899286,46.65566032054994,47.90278262740477,45.211871332394956,2.6909112950098097,,,,0.06494493905694991,0.9978694209047375,0.99801608535823,0.06331657868355021,3,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T5,cyclic_shift,all,cyclic_frontend,cyclic_sincos_reference,0.005596405771903234,0.009693259136708121,46.452671856899286,46.43528945595747,46.43528945595747,46.43528945595747,0.0,,,,0.005596405771903234,0.9999527328187936,0.9999172088325837,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T5,cyclic_shift,all,none,original__numeric_code,0.08206558821110559,0.010075330918639965,45.593297466020545,47.89635074395159,48.905319481251325,45.26380900093898,3.6415104803123532,,,,0.08206558821110559,0.99656972906502,0.9966976926417548,0.07144278300172346,3,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T5,cyclic_shift,one,cyclic_frontend,cyclic_sincos_reference,0.0013991014429758084,0.0024233147841770304,46.452671856899286,46.448326256663826,46.452671856899286,46.43528945595747,0.017382400941822123,,,,0.0013991014429758084,0.9999881832046983,0.9999793022081459,0.0,0,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T5,cyclic_shift,one,none,original__numeric_code,0.05035404466828608,0.0036067951962046392,45.593297466020545,45.93167737171911,46.96748480986067,44.96113255500571,2.006352254854953,,,,0.05035404466828608,0.9986384756816687,0.9985513892643995,0.04629379037679448,2,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T6,cond_le_10,one,none,basis_reference__humidity,0.06472879005532149,0.0014918089613512177,44.77559468181607,45.534807989423136,46.60867249620687,44.43847246493772,2.170200031269142,,,,0.06472879005532149,0.9978370244540935,0.9981158229358594,0.06301022350344834,3,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T6,cond_le_3,one,none,basis_reference__humidity,0.05977183155508262,0.0022331715782215843,44.77559468181607,45.09859402014641,45.81857697899136,44.33617295812483,1.48240402086653,,,,0.05977183155508262,0.9981598915721873,0.998242513091614,0.05807075493881614,3,3
bike-sharing,regression,tabpfn_2_6,numeric_code,T6,orthogonal,one,none,basis_reference__humidity,0.05988034964878617,0.00291176594332257,44.77559468181607,45.10046748563574,45.954500791464135,44.53155087245636,1.4229499190077821,,,,0.05988034964878617,0.9981530764664809,0.9982694805709574,0.05652905622128264,3,3
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__native_categorical,0.0,0.0,59391.08979978072,59391.08979978072,59391.08979978072,59391.08979978072,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,all,none,original__native_categorical,0.0,0.0,59796.82510246613,59796.82510246613,59796.82510246613,59796.82510246613,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,native_categorical,T1,nominal_relabeling,one,none,original__native_categorical,0.0,0.0,59796.82510246613,59796.82510246613,59796.82510246613,59796.82510246613,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T0,column_permutation,all,none,original__numeric_code,0.07255512689980437,0.0016553784223991444,59153.7495078298,59231.42567213157,59560.548480721016,58721.45221098716,839.0962697338618,,,,0.07255512689980437,0.9961884096131205,0.9954966693691515,0.0707586717116381,3,3
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,nominal_canonicalization,nominal_canonical_ref__numeric_code,0.0,0.0,59391.08979978072,59391.08979978072,59391.08979978072,59391.08979978072,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,all,none,original__numeric_code,0.07974204700866587,0.0043435080363285715,59153.7495078298,59115.05342461262,59578.47333965038,58714.790461883145,863.6828777672441,,,,0.07974204700866587,0.9953474847708557,0.9945275686540839,0.07685990024695967,3,3
california_housing,regression,catboost,numeric_code,T1,nominal_relabeling,one,none,original__numeric_code,0.08287763580098405,0.00326170838652175,59153.7495078298,59069.05604674906,59473.8967087541,58617.11441039158,856.7822983625205,,,,0.08287763580098405,0.9949529717260871,0.9940071659659518,0.08021596320609327,3,3
california_housing,regression,catboost,numeric_code,T2,affine,all,none,original__numeric_code,0.0004751386072708688,0.00019926385113825493,59153.7495078298,59153.45289139948,59155.46461871453,59151.1569050685,4.30771364603667,,,,0.0004751386072708688,0.9999997491426691,0.9999993890500605,0.0002563565986685654,0,3
california_housing,regression,catboost,numeric_code,T2,affine,all,standardization,zscore_reference,0.0,0.0,59151.901646941646,59151.901646941646,59151.901646941646,59151.901646941646,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T2,affine,one,none,original__numeric_code,0.00022238137092198446,0.00014488611220083166,59153.7495078298,59154.314786728144,59159.10911294682,59152.81766308312,6.291449863686769,,,,0.00022238137092198446,0.9999997121668353,0.9999995753152859,0.00011047297569534098,0,3
california_housing,regression,catboost,numeric_code,T2,affine,one,standardization,zscore_reference,0.0,0.0,59151.901646941646,59151.901646941646,59151.901646941646,59151.901646941646,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T2,scaling,all,none,original__numeric_code,0.0007542825395848098,0.00033373588805941,59153.7495078298,59156.07708853312,59166.57805572109,59150.50300809392,16.07504762717387,,,,0.0007542825395848098,0.9999990405720695,0.9999987520229894,0.00037763186626151344,0,3
california_housing,regression,catboost,numeric_code,T2,scaling,all,standardization,zscore_reference,0.0,0.0,59151.901646941646,59151.901646941646,59151.901646941646,59151.901646941646,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T2,scaling,one,none,original__numeric_code,0.00011756283478280871,6.712078089456797e-05,59153.7495078298,59153.64947653267,59153.95611793661,59152.75408943646,1.2020285001417506,,,,0.00011756283478280871,0.9999999570262288,0.9999998509878196,4.0072851092372656e-05,0,3
california_housing,regression,catboost,numeric_code,T2,scaling,one,standardization,zscore_reference,0.0,0.0,59151.901646941646,59151.901646941646,59151.901646941646,59151.901646941646,0.0,,,,0.0,1.0,1.0,0.0,0,3
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,none,original__numeric_code,0.001098925572065329,0.00048664936611653755,59153.7495078298,59157.15281300433,59166.92390877363,59152.8281420244,14.09576674922088,,,,0.001098925572065329,0.9999984786107862,0.9999978430486891,0.0005773802833956251,0,3
california_housing,regression,catboost,numeric_code,T3,mixed_monotone,all,quantile_rank,quantile_reference,0.0007006881958568125,0.0003880163838187691,59153.224930457916,59155.65261132133,59160.0955345272,59152.8281420244,7.2673925027969135,,,,0.0007006881958568125,0.9999988544692942,0.9999982677334032,0.000401625287657925,0,3
