dataset,seed,truth_expression,compiled_expression,feature_precision,feature_recall,feature_f1,operator_accuracy,exact_program,depth_error,coefficient_error
program-202608530,2,abs(x1),(1 * abs(x1) + 9.5890407e-17),1.0,1.0,1.0,1.0,True,0.0,7.620242213515504e-16
program-202608530,3,abs(x1),(1 * abs(x1) + 9.5890407e-17),1.0,1.0,1.0,1.0,True,0.0,7.620242213515504e-16
program-202608530,4,abs(x1),(1 * abs(x1) + 9.5890407e-17),1.0,1.0,1.0,1.0,True,0.0,7.620242213515504e-16
program-202608531,0,"square(subtract(x3, x2))","(1 * square(subtract(x2, x3)) + -6.4831551e-17)",1.0,1.0,1.0,1.0,False,0.0,5.089207608071655e-16
program-202608531,1,"square(subtract(x3, x2))","(1 * square(subtract(x2, x3)) + -6.4831551e-17)",1.0,1.0,1.0,1.0,False,0.0,5.089207608071655e-16
program-202608531,2,"square(subtract(x3, x2))","(1 * square(subtract(x2, x3)) + -6.4831551e-17)",1.0,1.0,1.0,1.0,False,0.0,5.089207608071655e-16
program-202608531,3,"square(subtract(x3, x2))","(1 * square(subtract(x2, x3)) + -6.4831551e-17)",1.0,1.0,1.0,1.0,False,0.0,5.089207608071655e-16
program-202608531,4,"square(subtract(x3, x2))","(1 * square(subtract(x2, x3)) + -6.4831551e-17)",1.0,1.0,1.0,1.0,False,0.0,5.089207608071655e-16
program-202608532,0,abs(x2),(1 * abs(x2) + 9.4271615e-17),1.0,1.0,1.0,1.0,True,0.0,9.427161460274616e-17
program-202608532,1,abs(x2),(1 * abs(x2) + 9.4271615e-17),1.0,1.0,1.0,1.0,True,0.0,9.427161460274616e-17
program-202608532,2,abs(x2),(1 * abs(x2) + 9.4271615e-17),1.0,1.0,1.0,1.0,True,0.0,9.427161460274616e-17
program-202608532,3,abs(x2),(1 * abs(x2) + 9.4271615e-17),1.0,1.0,1.0,1.0,True,0.0,9.427161460274616e-17
program-202608532,4,abs(x2),(1 * abs(x2) + 9.4271615e-17),1.0,1.0,1.0,1.0,True,0.0,9.427161460274616e-17
program-202608533,0,"subtract(x0, x3)","(1 * subtract(x0, x3) + 5.439025e-18)",1.0,1.0,1.0,1.0,True,0.0,5.439025028526809e-18
program-202608533,1,"subtract(x0, x3)","(1 * subtract(x0, x3) + 5.439025e-18)",1.0,1.0,1.0,1.0,True,0.0,5.439025028526809e-18
program-202608533,2,"subtract(x0, x3)","(1 * subtract(x0, x3) + 5.439025e-18)",1.0,1.0,1.0,1.0,True,0.0,5.439025028526809e-18
program-202608533,3,"subtract(x0, x3)","(1 * subtract(x0, x3) + 5.439025e-18)",1.0,1.0,1.0,1.0,True,0.0,5.439025028526809e-18
program-202608533,4,"subtract(x0, x3)","(1 * subtract(x0, x3) + 5.439025e-18)",1.0,1.0,1.0,1.0,True,0.0,5.439025028526809e-18
program-202608534,0,"add(x0, x2)","(1 * add(x0, x2) + -1.6721095e-17)",1.0,1.0,1.0,1.0,True,0.0,4.608103044408778e-16
program-202608534,1,"add(x0, x2)","(1 * add(x0, x2) + -1.6721095e-17)",1.0,1.0,1.0,1.0,True,0.0,4.608103044408778e-16
program-202608534,2,"add(x0, x2)","(1 * add(x0, x2) + -1.6721095e-17)",1.0,1.0,1.0,1.0,True,0.0,4.608103044408778e-16
program-202608534,3,"add(x0, x2)","(1 * add(x0, x2) + -1.6721095e-17)",1.0,1.0,1.0,1.0,True,0.0,4.608103044408778e-16
program-202608534,4,"add(x0, x2)","(1 * add(x0, x2) + -1.6721095e-17)",1.0,1.0,1.0,1.0,True,0.0,4.608103044408778e-16
program-202608535,0,"add(x2, square(x2))","(1 * add(x2, multiply(x2, x2)) + 7.3589282e-17)",1.0,1.0,1.0,0.5,False,0.0,5.176784919663275e-16
program-202608535,1,"add(x2, square(x2))","(1 * add(x2, multiply(x2, x2)) + 7.3589282e-17)",1.0,1.0,1.0,0.5,False,0.0,5.176784919663275e-16
program-202608535,2,"add(x2, square(x2))","(1 * add(x2, multiply(x2, x2)) + 7.3589282e-17)",1.0,1.0,1.0,0.5,False,0.0,5.176784919663275e-16
program-202608535,3,"add(x2, square(x2))","(1 * add(x2, multiply(x2, x2)) + 7.3589282e-17)",1.0,1.0,1.0,0.5,False,0.0,5.176784919663275e-16
program-202608535,4,"add(x2, square(x2))","(1 * add(x2, multiply(x2, x2)) + 7.3589282e-17)",1.0,1.0,1.0,0.5,False,0.0,5.176784919663275e-16
program-202608536,0,"subtract(x2, x0)","(-1 * subtract(x0, x2) + -9.7217283e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608536,1,"subtract(x2, x0)","(-1 * subtract(x0, x2) + -9.7217283e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608536,2,"subtract(x2, x0)","(-1 * subtract(x0, x2) + -9.7217283e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608536,3,"subtract(x2, x0)","(-1 * subtract(x0, x2) + -9.7217283e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608536,4,"subtract(x2, x0)","(-1 * subtract(x0, x2) + -9.7217283e-18)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608537,0,"add(x1, add(x2, safe_divide(x1, x0)))","(1 * add(x1, add(x2, safe_divide(x1, x0))) + 5.0322949e-17)",1.0,1.0,1.0,1.0,True,0.0,7.164567641977774e-16
program-202608537,1,"add(x1, add(x2, safe_divide(x1, x0)))","(1 * add(x1, add(x2, safe_divide(x1, x0))) + 5.0322949e-17)",1.0,1.0,1.0,1.0,True,0.0,7.164567641977774e-16
program-202608537,2,"add(x1, add(x2, safe_divide(x1, x0)))","(1 * add(x1, add(x2, safe_divide(x1, x0))) + 5.0322949e-17)",1.0,1.0,1.0,1.0,True,0.0,7.164567641977774e-16
program-202608537,3,"add(x1, add(x2, safe_divide(x1, x0)))","(1 * add(x1, add(x2, safe_divide(x1, x0))) + 5.0322949e-17)",1.0,1.0,1.0,1.0,True,0.0,7.164567641977774e-16
program-202608537,4,"add(x1, add(x2, safe_divide(x1, x0)))","(1 * add(x1, add(x2, safe_divide(x1, x0))) + 5.0322949e-17)",1.0,1.0,1.0,1.0,True,0.0,7.164567641977774e-16
program-202608538,0,"abs(add(x1, safe_divide(x2, x3)))","(1 * abs(add(x1, safe_divide(x2, x3))) + -1.2475909e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2475908839601775e-17
program-202608538,1,"abs(add(x1, safe_divide(x2, x3)))","(1 * abs(add(x1, safe_divide(x2, x3))) + -1.2475909e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2475908839601775e-17
program-202608538,2,"abs(add(x1, safe_divide(x2, x3)))","(1 * abs(add(x1, safe_divide(x2, x3))) + -1.2475909e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2475908839601775e-17
program-202608538,3,"abs(add(x1, safe_divide(x2, x3)))","(1 * abs(add(x1, safe_divide(x2, x3))) + -1.2475909e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2475908839601775e-17
program-202608538,4,"abs(add(x1, safe_divide(x2, x3)))","(1 * abs(add(x1, safe_divide(x2, x3))) + -1.2475909e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2475908839601775e-17
program-202608539,0,abs(x2),(1 * abs(x2) + 7.2816636e-18),1.0,1.0,1.0,1.0,True,0.0,2.2932626848597447e-16
program-202608539,1,abs(x2),(1 * abs(x2) + 7.2816636e-18),1.0,1.0,1.0,1.0,True,0.0,2.2932626848597447e-16
program-202608539,2,abs(x2),(1 * abs(x2) + 7.2816636e-18),1.0,1.0,1.0,1.0,True,0.0,2.2932626848597447e-16
program-202608539,3,abs(x2),(1 * abs(x2) + 7.2816636e-18),1.0,1.0,1.0,1.0,True,0.0,2.2932626848597447e-16
program-202608539,4,abs(x2),(1 * abs(x2) + 7.2816636e-18),1.0,1.0,1.0,1.0,True,0.0,2.2932626848597447e-16
program-202608540,0,"subtract(square(safe_divide(x2, x3)), x2)","(1 * subtract(square(safe_divide(x2, x3)), x2) + -3.3088345e-17)",1.0,1.0,1.0,1.0,True,0.0,2.551329495431038e-16
program-202608540,1,"subtract(square(safe_divide(x2, x3)), x2)","(1 * subtract(square(safe_divide(x2, x3)), x2) + -3.3088345e-17)",1.0,1.0,1.0,1.0,True,0.0,2.551329495431038e-16
program-202608540,2,"subtract(square(safe_divide(x2, x3)), x2)","(1 * subtract(square(safe_divide(x2, x3)), x2) + -3.3088345e-17)",1.0,1.0,1.0,1.0,True,0.0,2.551329495431038e-16
program-202608540,3,"subtract(square(safe_divide(x2, x3)), x2)","(1 * subtract(square(safe_divide(x2, x3)), x2) + -3.3088345e-17)",1.0,1.0,1.0,1.0,True,0.0,2.551329495431038e-16
program-202608540,4,"subtract(square(safe_divide(x2, x3)), x2)","(1 * subtract(square(safe_divide(x2, x3)), x2) + -3.3088345e-17)",1.0,1.0,1.0,1.0,True,0.0,2.551329495431038e-16
program-202608541,0,"add(x2, add(x1, x2))","(1 * add(x2, add(x1, x2)) + -4.2186411e-17)",1.0,1.0,1.0,1.0,True,0.0,4.862756210157253e-16
program-202608541,1,"add(x2, add(x1, x2))","(1 * add(x2, add(x1, x2)) + -4.2186411e-17)",1.0,1.0,1.0,1.0,True,0.0,4.862756210157253e-16
program-202608541,2,"add(x2, add(x1, x2))","(1 * add(x2, add(x1, x2)) + -4.2186411e-17)",1.0,1.0,1.0,1.0,True,0.0,4.862756210157253e-16
program-202608541,3,"add(x2, add(x1, x2))","(1 * add(x2, add(x1, x2)) + -4.2186411e-17)",1.0,1.0,1.0,1.0,True,0.0,4.862756210157253e-16
program-202608541,4,"add(x2, add(x1, x2))","(1 * add(x2, add(x1, x2)) + -4.2186411e-17)",1.0,1.0,1.0,1.0,True,0.0,4.862756210157253e-16
program-202608542,0,"subtract(abs(x1), x0)","(1 * subtract(abs(x1), x0) + -1.9675037e-16)",1.0,1.0,1.0,1.0,True,0.0,6.408395826811769e-16
program-202608542,1,"subtract(abs(x1), x0)","(1 * subtract(abs(x1), x0) + -1.9675037e-16)",1.0,1.0,1.0,1.0,True,0.0,6.408395826811769e-16
program-202608542,2,"subtract(abs(x1), x0)","(1 * subtract(abs(x1), x0) + -1.9675037e-16)",1.0,1.0,1.0,1.0,True,0.0,6.408395826811769e-16
program-202608542,3,"subtract(abs(x1), x0)","(1 * subtract(abs(x1), x0) + -1.9675037e-16)",1.0,1.0,1.0,1.0,True,0.0,6.408395826811769e-16
program-202608542,4,"subtract(abs(x1), x0)","(1 * subtract(abs(x1), x0) + -1.9675037e-16)",1.0,1.0,1.0,1.0,True,0.0,6.408395826811769e-16
program-202608543,0,abs(x2),(1 * abs(x2) + -1.4422793e-17),1.0,1.0,1.0,1.0,True,0.0,5.695343053741272e-16
program-202608543,1,abs(x2),(1 * abs(x2) + -1.4422793e-17),1.0,1.0,1.0,1.0,True,0.0,5.695343053741272e-16
program-202608543,2,abs(x2),(1 * abs(x2) + -1.4422793e-17),1.0,1.0,1.0,1.0,True,0.0,5.695343053741272e-16
program-202608543,3,abs(x2),(1 * abs(x2) + -1.4422793e-17),1.0,1.0,1.0,1.0,True,0.0,5.695343053741272e-16
program-202608543,4,abs(x2),(1 * abs(x2) + -1.4422793e-17),1.0,1.0,1.0,1.0,True,0.0,5.695343053741272e-16
program-202608544,0,"multiply(x3, square(abs(x1)))","(1 * multiply(x3, square(x1)) + -1.1703233e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,1.2272553517888973e-16
program-202608544,1,"multiply(x3, square(abs(x1)))","(1 * multiply(x3, square(x1)) + -1.1703233e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,1.2272553517888973e-16
program-202608544,2,"multiply(x3, square(abs(x1)))","(1 * multiply(x3, square(x1)) + -1.1703233e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,1.2272553517888973e-16
program-202608544,3,"multiply(x3, square(abs(x1)))","(1 * multiply(x3, square(x1)) + -1.1703233e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,1.2272553517888973e-16
program-202608544,4,"multiply(x3, square(abs(x1)))","(1 * multiply(x3, square(x1)) + -1.1703233e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,1.2272553517888973e-16
program-202608545,0,"safe_divide(safe_divide(square(x2), x0), x3)","(1 * safe_divide(safe_divide(multiply(x2, x2), x0), x3) + 5.703843e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,9.452168501951912e-16
program-202608545,1,"safe_divide(safe_divide(square(x2), x0), x3)","(1 * safe_divide(safe_divide(multiply(x2, x2), x0), x3) + 5.703843e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,9.452168501951912e-16
program-202608545,2,"safe_divide(safe_divide(square(x2), x0), x3)","(1 * safe_divide(safe_divide(multiply(x2, x2), x0), x3) + 5.703843e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,9.452168501951912e-16
program-202608545,3,"safe_divide(safe_divide(square(x2), x0), x3)","(1 * safe_divide(safe_divide(multiply(x2, x2), x0), x3) + 5.703843e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,9.452168501951912e-16
program-202608545,4,"safe_divide(safe_divide(square(x2), x0), x3)","(1 * safe_divide(safe_divide(multiply(x2, x2), x0), x3) + 5.703843e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,9.452168501951912e-16
program-202608546,0,"safe_divide(add(x1, safe_divide(x2, x0)), x2)","(1 * safe_divide(add(x1, safe_divide(x2, x0)), x2) + -3.8524726e-18)",1.0,1.0,1.0,1.0,True,0.0,2.2589707755821736e-16
program-202608546,1,"safe_divide(add(x1, safe_divide(x2, x0)), x2)","(1 * safe_divide(add(x1, safe_divide(x2, x0)), x2) + -3.8524726e-18)",1.0,1.0,1.0,1.0,True,0.0,2.2589707755821736e-16
program-202608546,2,"safe_divide(add(x1, safe_divide(x2, x0)), x2)","(1 * safe_divide(add(x1, safe_divide(x2, x0)), x2) + -3.8524726e-18)",1.0,1.0,1.0,1.0,True,0.0,2.2589707755821736e-16
program-202608546,3,"safe_divide(add(x1, safe_divide(x2, x0)), x2)","(1 * safe_divide(add(x1, safe_divide(x2, x0)), x2) + -3.8524726e-18)",1.0,1.0,1.0,1.0,True,0.0,2.2589707755821736e-16
program-202608546,4,"safe_divide(add(x1, safe_divide(x2, x0)), x2)","(1 * safe_divide(add(x1, safe_divide(x2, x0)), x2) + -3.8524726e-18)",1.0,1.0,1.0,1.0,True,0.0,2.2589707755821736e-16
program-202608547,0,"multiply(x1, add(x1, subtract(x3, x1)))","(-1 * multiply(x1, subtract(subtract(x1, x3), x1)) + 1.6577338e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,2.0
program-202608547,1,"multiply(x1, add(x1, subtract(x3, x1)))","(-1 * multiply(x1, subtract(subtract(x1, x3), x1)) + 1.6577338e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,2.0
program-202608547,2,"multiply(x1, add(x1, subtract(x3, x1)))","(-1 * multiply(x1, subtract(subtract(x1, x3), x1)) + 1.6577338e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,2.0
program-202608547,3,"multiply(x1, add(x1, subtract(x3, x1)))","(-1 * multiply(x1, subtract(subtract(x1, x3), x1)) + 1.6577338e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,2.0
program-202608547,4,"multiply(x1, add(x1, subtract(x3, x1)))","(-1 * multiply(x1, subtract(subtract(x1, x3), x1)) + 1.6577338e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,2.0
program-202608548,0,"add(x0, subtract(x3, x1))","(1 * add(x0, subtract(x3, x1)) + 2.3378713e-17)",1.0,1.0,1.0,1.0,True,0.0,4.674679231237899e-16
program-202608548,1,"add(x0, subtract(x3, x1))","(1 * add(x0, subtract(x3, x1)) + 2.3378713e-17)",1.0,1.0,1.0,1.0,True,0.0,4.674679231237899e-16
program-202608548,2,"add(x0, subtract(x3, x1))","(1 * add(x0, subtract(x3, x1)) + 2.3378713e-17)",1.0,1.0,1.0,1.0,True,0.0,4.674679231237899e-16
program-202608548,3,"add(x0, subtract(x3, x1))","(1 * add(x0, subtract(x3, x1)) + 2.3378713e-17)",1.0,1.0,1.0,1.0,True,0.0,4.674679231237899e-16
program-202608548,4,"add(x0, subtract(x3, x1))","(1 * add(x0, subtract(x3, x1)) + 2.3378713e-17)",1.0,1.0,1.0,1.0,True,0.0,4.674679231237899e-16
program-202608549,0,"multiply(x0, subtract(x0, x3))","(-1 * multiply(x0, subtract(x3, x0)) + -7.5114147e-17)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608549,1,"multiply(x0, subtract(x0, x3))","(-1 * multiply(x0, subtract(x3, x0)) + -7.5114147e-17)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608549,2,"multiply(x0, subtract(x0, x3))","(-1 * multiply(x0, subtract(x3, x0)) + -7.5114147e-17)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608549,3,"multiply(x0, subtract(x0, x3))","(-1 * multiply(x0, subtract(x3, x0)) + -7.5114147e-17)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608549,4,"multiply(x0, subtract(x0, x3))","(-1 * multiply(x0, subtract(x3, x0)) + -7.5114147e-17)",1.0,1.0,1.0,1.0,False,0.0,2.0
program-202608550,0,abs(abs(x3)),(1 * abs(x3) + 8.5008871e-17),1.0,1.0,1.0,0.5,False,1.0,3.070534754645987e-16
program-202608550,1,abs(abs(x3)),(1 * abs(x3) + 8.5008871e-17),1.0,1.0,1.0,0.5,False,1.0,3.070534754645987e-16
program-202608550,2,abs(abs(x3)),(1 * abs(x3) + 8.5008871e-17),1.0,1.0,1.0,0.5,False,1.0,3.070534754645987e-16
program-202608550,3,abs(abs(x3)),(1 * abs(x3) + 8.5008871e-17),1.0,1.0,1.0,0.5,False,1.0,3.070534754645987e-16
program-202608550,4,abs(abs(x3)),(1 * abs(x3) + 8.5008871e-17),1.0,1.0,1.0,0.5,False,1.0,3.070534754645987e-16
program-202608551,0,"safe_divide(multiply(x2, subtract(x2, x3)), x0)","(1 * safe_divide(multiply(x2, subtract(x2, x3)), x0) + -1.809203e-17)",1.0,1.0,1.0,1.0,True,0.0,2.401366353654785e-16
program-202608551,1,"safe_divide(multiply(x2, subtract(x2, x3)), x0)","(1 * safe_divide(multiply(x2, subtract(x2, x3)), x0) + -1.809203e-17)",1.0,1.0,1.0,1.0,True,0.0,2.401366353654785e-16
program-202608551,2,"safe_divide(multiply(x2, subtract(x2, x3)), x0)","(1 * safe_divide(multiply(x2, subtract(x2, x3)), x0) + -1.809203e-17)",1.0,1.0,1.0,1.0,True,0.0,2.401366353654785e-16
program-202608551,3,"safe_divide(multiply(x2, subtract(x2, x3)), x0)","(1 * safe_divide(multiply(x2, subtract(x2, x3)), x0) + -1.809203e-17)",1.0,1.0,1.0,1.0,True,0.0,2.401366353654785e-16
program-202608551,4,"safe_divide(multiply(x2, subtract(x2, x3)), x0)","(1 * safe_divide(multiply(x2, subtract(x2, x3)), x0) + -1.809203e-17)",1.0,1.0,1.0,1.0,True,0.0,2.401366353654785e-16
program-202608552,0,square(x2),(1 * square(x2) + 4.796059e-17),1.0,1.0,1.0,1.0,True,0.0,2.700051947017285e-16
program-202608552,1,square(x2),(1 * square(x2) + 4.796059e-17),1.0,1.0,1.0,1.0,True,0.0,2.700051947017285e-16
program-202608552,2,square(x2),(1 * square(x2) + 4.796059e-17),1.0,1.0,1.0,1.0,True,0.0,2.700051947017285e-16
program-202608552,3,square(x2),(1 * square(x2) + 4.796059e-17),1.0,1.0,1.0,1.0,True,0.0,2.700051947017285e-16
program-202608552,4,square(x2),(1 * square(x2) + 4.796059e-17),1.0,1.0,1.0,1.0,True,0.0,2.700051947017285e-16
program-202608553,0,"add(x1, abs(x3))","(1 * add(x1, abs(x3)) + -6.9438311e-17)",1.0,1.0,1.0,1.0,True,0.0,6.943831096727296e-17
program-202608553,1,"add(x1, abs(x3))","(1 * add(x1, abs(x3)) + -6.9438311e-17)",1.0,1.0,1.0,1.0,True,0.0,6.943831096727296e-17
program-202608553,2,"add(x1, abs(x3))","(1 * add(x1, abs(x3)) + -6.9438311e-17)",1.0,1.0,1.0,1.0,True,0.0,6.943831096727296e-17
program-202608553,3,"add(x1, abs(x3))","(1 * add(x1, abs(x3)) + -6.9438311e-17)",1.0,1.0,1.0,1.0,True,0.0,6.943831096727296e-17
program-202608553,4,"add(x1, abs(x3))","(1 * add(x1, abs(x3)) + -6.9438311e-17)",1.0,1.0,1.0,1.0,True,0.0,6.943831096727296e-17
program-202608554,0,"multiply(x3, multiply(x0, add(x0, x2)))","(1 * multiply(x3, multiply(x0, add(x0, x2))) + 1.1478346e-17)",1.0,1.0,1.0,1.0,True,0.0,2.3352295114339053e-16
program-202608554,1,"multiply(x3, multiply(x0, add(x0, x2)))","(1 * multiply(x3, multiply(x0, add(x0, x2))) + 1.1478346e-17)",1.0,1.0,1.0,1.0,True,0.0,2.3352295114339053e-16
program-202608554,2,"multiply(x3, multiply(x0, add(x0, x2)))","(1 * multiply(x3, multiply(x0, add(x0, x2))) + 1.1478346e-17)",1.0,1.0,1.0,1.0,True,0.0,2.3352295114339053e-16
program-202608554,3,"multiply(x3, multiply(x0, add(x0, x2)))","(1 * multiply(x3, multiply(x0, add(x0, x2))) + 1.1478346e-17)",1.0,1.0,1.0,1.0,True,0.0,2.3352295114339053e-16
program-202608554,4,"multiply(x3, multiply(x0, add(x0, x2)))","(1 * multiply(x3, multiply(x0, add(x0, x2))) + 1.1478346e-17)",1.0,1.0,1.0,1.0,True,0.0,2.3352295114339053e-16
program-202608555,0,"safe_divide(x0, x1)","(1 * safe_divide(x0, x1) + 1.8460706e-17)",1.0,1.0,1.0,1.0,True,0.0,1.846070550099276e-17
program-202608555,1,"safe_divide(x0, x1)","(1 * safe_divide(x0, x1) + 1.8460706e-17)",1.0,1.0,1.0,1.0,True,0.0,1.846070550099276e-17
program-202608555,2,"safe_divide(x0, x1)","(1 * safe_divide(x0, x1) + 1.8460706e-17)",1.0,1.0,1.0,1.0,True,0.0,1.846070550099276e-17
program-202608555,3,"safe_divide(x0, x1)","(1 * safe_divide(x0, x1) + 1.8460706e-17)",1.0,1.0,1.0,1.0,True,0.0,1.846070550099276e-17
program-202608555,4,"safe_divide(x0, x1)","(1 * safe_divide(x0, x1) + 1.8460706e-17)",1.0,1.0,1.0,1.0,True,0.0,1.846070550099276e-17
program-202608556,0,"subtract(abs(x0), x0)","(1 * subtract(abs(x0), x0) + -3.0067132e-17)",1.0,1.0,1.0,1.0,True,0.0,8.072232495775136e-16
program-202608556,1,"subtract(abs(x0), x0)","(1 * subtract(abs(x0), x0) + -3.0067132e-17)",1.0,1.0,1.0,1.0,True,0.0,8.072232495775136e-16
program-202608556,2,"subtract(abs(x0), x0)","(1 * subtract(abs(x0), x0) + -3.0067132e-17)",1.0,1.0,1.0,1.0,True,0.0,8.072232495775136e-16
program-202608556,3,"subtract(abs(x0), x0)","(1 * subtract(abs(x0), x0) + -3.0067132e-17)",1.0,1.0,1.0,1.0,True,0.0,8.072232495775136e-16
program-202608556,4,"subtract(abs(x0), x0)","(1 * subtract(abs(x0), x0) + -3.0067132e-17)",1.0,1.0,1.0,1.0,True,0.0,8.072232495775136e-16
program-202608557,0,"subtract(multiply(x0, x1), x1)","(1 * subtract(multiply(x0, x1), x1) + -2.6216162e-17)",1.0,1.0,1.0,1.0,True,0.0,2.482607665000031e-16
program-202608557,1,"subtract(multiply(x0, x1), x1)","(1 * subtract(multiply(x0, x1), x1) + -2.6216162e-17)",1.0,1.0,1.0,1.0,True,0.0,2.482607665000031e-16
program-202608557,2,"subtract(multiply(x0, x1), x1)","(1 * subtract(multiply(x0, x1), x1) + -2.6216162e-17)",1.0,1.0,1.0,1.0,True,0.0,2.482607665000031e-16
program-202608557,3,"subtract(multiply(x0, x1), x1)","(1 * subtract(multiply(x0, x1), x1) + -2.6216162e-17)",1.0,1.0,1.0,1.0,True,0.0,2.482607665000031e-16
program-202608557,4,"subtract(multiply(x0, x1), x1)","(1 * subtract(multiply(x0, x1), x1) + -2.6216162e-17)",1.0,1.0,1.0,1.0,True,0.0,2.482607665000031e-16
program-202608558,0,"abs(square(add(x0, x2)))","(1 * square(add(x0, x2)) + -4.3683852e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,4.368385181704499e-17
program-202608558,1,"abs(square(add(x0, x2)))","(1 * square(add(x0, x2)) + -4.3683852e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,4.368385181704499e-17
program-202608558,2,"abs(square(add(x0, x2)))","(1 * square(add(x0, x2)) + -4.3683852e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,4.368385181704499e-17
program-202608558,3,"abs(square(add(x0, x2)))","(1 * square(add(x0, x2)) + -4.3683852e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,4.368385181704499e-17
program-202608558,4,"abs(square(add(x0, x2)))","(1 * square(add(x0, x2)) + -4.3683852e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,4.368385181704499e-17
program-202608559,0,"subtract(safe_divide(abs(x1), x1), x2)","(1 * subtract(safe_divide(abs(x1), x1), x2) + -1.5599525e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5599524753269062e-17
program-202608559,1,"subtract(safe_divide(abs(x1), x1), x2)","(1 * subtract(safe_divide(abs(x1), x1), x2) + -1.5599525e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5599524753269062e-17
program-202608559,2,"subtract(safe_divide(abs(x1), x1), x2)","(1 * subtract(safe_divide(abs(x1), x1), x2) + -1.5599525e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5599524753269062e-17
program-202608559,3,"subtract(safe_divide(abs(x1), x1), x2)","(1 * subtract(safe_divide(abs(x1), x1), x2) + -1.5599525e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5599524753269062e-17
program-202608559,4,"subtract(safe_divide(abs(x1), x1), x2)","(1 * subtract(safe_divide(abs(x1), x1), x2) + -1.5599525e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5599524753269062e-17
program-202608560,0,"abs(add(x1, subtract(x2, x0)))","(1 * abs(subtract(subtract(x0, x2), x1)) + 3.6145539e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,3.614553944205154e-17
program-202608560,1,"abs(add(x1, subtract(x2, x0)))","(1 * abs(subtract(subtract(x0, x2), x1)) + 3.6145539e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,3.614553944205154e-17
program-202608560,2,"abs(add(x1, subtract(x2, x0)))","(1 * abs(subtract(subtract(x0, x2), x1)) + 3.6145539e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,3.614553944205154e-17
program-202608560,3,"abs(add(x1, subtract(x2, x0)))","(1 * abs(subtract(subtract(x0, x2), x1)) + 3.6145539e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,3.614553944205154e-17
program-202608560,4,"abs(add(x1, subtract(x2, x0)))","(1 * abs(subtract(subtract(x0, x2), x1)) + 3.6145539e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,3.614553944205154e-17
program-202608561,0,"subtract(abs(add(x0, x2)), x1)","(1 * subtract(abs(add(x0, x2)), x1) + -3.4921935e-17)",1.0,1.0,1.0,1.0,True,0.0,4.79011144535136e-16
program-202608561,1,"subtract(abs(add(x0, x2)), x1)","(1 * subtract(abs(add(x0, x2)), x1) + -3.4921935e-17)",1.0,1.0,1.0,1.0,True,0.0,4.79011144535136e-16
program-202608561,2,"subtract(abs(add(x0, x2)), x1)","(1 * subtract(abs(add(x0, x2)), x1) + -3.4921935e-17)",1.0,1.0,1.0,1.0,True,0.0,4.79011144535136e-16
